day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
81,DAY_081,9,Authentication and Application Security,Orientation and setup,Password Hashing Sessions And Tokens — Foundations and Vocabulary,intermediate,8,VS Code | Git | local app | OWASP guidance | test tools,"Explain and demonstrate password hashing sessions and tokens through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
82,DAY_082,9,Authentication and Application Security,Concept development,Password Hashing Sessions And Tokens — Applied Baseline Lab,intermediate,8,VS Code | Git | local app | OWASP guidance | test tools,"Complete a supervised applied lab for password hashing sessions and tokens, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
83,DAY_083,9,Authentication and Application Security,Guided laboratory,Authorization Roles And Permissions — Architecture and Components,intermediate,8,VS Code | Git | local app | OWASP guidance | test tools,"Explain and demonstrate authorization roles and permissions through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
84,DAY_084,9,Authentication and Application Security,Guided laboratory,Authorization Roles And Permissions — Configuration Lab,intermediate,8,VS Code | Git | local app | OWASP guidance | test tools,"Complete a supervised applied lab for authorization roles and permissions, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
85,DAY_085,9,Authentication and Application Security,Applied practice,Input Validation Owasp Risks And Headers — Design and Technique,intermediate,8,VS Code | Git | local app | OWASP guidance | test tools,"Explain and demonstrate input validation OWASP risks and headers through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
86,DAY_086,9,Authentication and Application Security,Operations and measurement,Input Validation Owasp Risks And Headers — Operations and Measurement,intermediate,8,VS Code | Git | local app | OWASP guidance | test tools,"Complete a supervised applied lab for input validation OWASP risks and headers, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
87,DAY_087,9,Authentication and Application Security,Troubleshooting laboratory,Security Logging Secrets And Dependency Review — Troubleshooting and Failure Modes,intermediate,8,VS Code | Git | local app | OWASP guidance | test tools,"Explain and demonstrate security logging secrets and dependency review through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
88,DAY_088,9,Authentication and Application Security,Safety and quality review,"Security Logging Secrets And Dependency Review — Safety, Quality, and Verification",intermediate,8,VS Code | Git | local app | OWASP guidance | test tools,"Complete a supervised applied lab for security logging secrets and dependency review, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
89,DAY_089,9,Authentication and Application Security,Integration and documentation,"Authentication and Application Security — Integration, Documentation, and Handover",intermediate,8,VS Code | Git | local app | OWASP guidance | test tools,"Integrate the four authentication and application security skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
90,DAY_090,9,Authentication and Application Security,Assessment and presentation,Authentication and Application Security — Assessment Project,intermediate,8,VS Code | Git | local app | OWASP guidance | test tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete authentication and application security phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
91,DAY_091,10,Testing and Quality Engineering,Orientation and setup,Unit Tests And Test Doubles — Foundations and Vocabulary,intermediate,8,VS Code | Git | pytest/Jest | Playwright/Cypress | linters | GitHub Actions local/approved,"Explain and demonstrate unit tests and test doubles through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
92,DAY_092,10,Testing and Quality Engineering,Concept development,Unit Tests And Test Doubles — Applied Baseline Lab,intermediate,8,VS Code | Git | pytest/Jest | Playwright/Cypress | linters | GitHub Actions local/approved,"Complete a supervised applied lab for unit tests and test doubles, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
93,DAY_093,10,Testing and Quality Engineering,Guided laboratory,Integration Api And Database Tests — Architecture and Components,intermediate,8,VS Code | Git | pytest/Jest | Playwright/Cypress | linters | GitHub Actions local/approved,"Explain and demonstrate integration API and database tests through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
94,DAY_094,10,Testing and Quality Engineering,Guided laboratory,Integration Api And Database Tests — Configuration Lab,intermediate,8,VS Code | Git | pytest/Jest | Playwright/Cypress | linters | GitHub Actions local/approved,"Complete a supervised applied lab for integration API and database tests, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
95,DAY_095,10,Testing and Quality Engineering,Applied practice,End-To-End And Acceptance Testing — Design and Technique,intermediate,8,VS Code | Git | pytest/Jest | Playwright/Cypress | linters | GitHub Actions local/approved,"Explain and demonstrate end-to-end and acceptance testing through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
96,DAY_096,10,Testing and Quality Engineering,Operations and measurement,End-To-End And Acceptance Testing — Operations and Measurement,intermediate,8,VS Code | Git | pytest/Jest | Playwright/Cypress | linters | GitHub Actions local/approved,"Complete a supervised applied lab for end-to-end and acceptance testing, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
97,DAY_097,10,Testing and Quality Engineering,Troubleshooting laboratory,Coverage Static Analysis And Quality Gates — Troubleshooting and Failure Modes,intermediate,8,VS Code | Git | pytest/Jest | Playwright/Cypress | linters | GitHub Actions local/approved,"Explain and demonstrate coverage static analysis and quality gates through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
98,DAY_098,10,Testing and Quality Engineering,Safety and quality review,"Coverage Static Analysis And Quality Gates — Safety, Quality, and Verification",intermediate,8,VS Code | Git | pytest/Jest | Playwright/Cypress | linters | GitHub Actions local/approved,"Complete a supervised applied lab for coverage static analysis and quality gates, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
99,DAY_099,10,Testing and Quality Engineering,Integration and documentation,"Testing and Quality Engineering — Integration, Documentation, and Handover",intermediate,8,VS Code | Git | pytest/Jest | Playwright/Cypress | linters | GitHub Actions local/approved,"Integrate the four testing and quality engineering skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
100,DAY_100,10,Testing and Quality Engineering,Assessment and presentation,Testing and Quality Engineering — Assessment Project,intermediate,8,VS Code | Git | pytest/Jest | Playwright/Cypress | linters | GitHub Actions local/approved,"Plan, execute, verify, present, and safely close an assessment project covering the complete testing and quality engineering phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
101,DAY_101,11,Software Architecture and Patterns,Orientation and setup,Layered And Modular Architecture — Foundations and Vocabulary,intermediate,8,VS Code | Git | diagramming tools | language frameworks | local message broker,"Explain and demonstrate layered and modular architecture through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
102,DAY_102,11,Software Architecture and Patterns,Concept development,Layered And Modular Architecture — Applied Baseline Lab,intermediate,8,VS Code | Git | diagramming tools | language frameworks | local message broker,"Complete a supervised applied lab for layered and modular architecture, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
103,DAY_103,11,Software Architecture and Patterns,Guided laboratory,Design Patterns And Tradeoffs — Architecture and Components,intermediate,8,VS Code | Git | diagramming tools | language frameworks | local message broker,"Explain and demonstrate design patterns and tradeoffs through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
104,DAY_104,11,Software Architecture and Patterns,Guided laboratory,Design Patterns And Tradeoffs — Configuration Lab,intermediate,8,VS Code | Git | diagramming tools | language frameworks | local message broker,"Complete a supervised applied lab for design patterns and tradeoffs, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
105,DAY_105,11,Software Architecture and Patterns,Applied practice,Events Queues And Background Jobs — Design and Technique,intermediate,8,VS Code | Git | diagramming tools | language frameworks | local message broker,"Explain and demonstrate events queues and background jobs through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
106,DAY_106,11,Software Architecture and Patterns,Operations and measurement,Events Queues And Background Jobs — Operations and Measurement,intermediate,8,VS Code | Git | diagramming tools | language frameworks | local message broker,"Complete a supervised applied lab for events queues and background jobs, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
107,DAY_107,11,Software Architecture and Patterns,Troubleshooting laboratory,Architecture Decisions And Diagrams — Troubleshooting and Failure Modes,intermediate,8,VS Code | Git | diagramming tools | language frameworks | local message broker,"Explain and demonstrate architecture decisions and diagrams through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
108,DAY_108,11,Software Architecture and Patterns,Safety and quality review,"Architecture Decisions And Diagrams — Safety, Quality, and Verification",intermediate,8,VS Code | Git | diagramming tools | language frameworks | local message broker,"Complete a supervised applied lab for architecture decisions and diagrams, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
109,DAY_109,11,Software Architecture and Patterns,Integration and documentation,"Software Architecture and Patterns — Integration, Documentation, and Handover",intermediate,8,VS Code | Git | diagramming tools | language frameworks | local message broker,"Integrate the four software architecture and patterns skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
110,DAY_110,11,Software Architecture and Patterns,Assessment and presentation,Software Architecture and Patterns — Assessment Project,intermediate,8,VS Code | Git | diagramming tools | language frameworks | local message broker,"Plan, execute, verify, present, and safely close an assessment project covering the complete software architecture and patterns phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
111,DAY_111,12,DevOps and Containers,Orientation and setup,Dockerfiles Images And Runtime — Foundations and Vocabulary,intermediate,8,VS Code | Git | Docker | GitHub Actions approved | local registry,"Explain and demonstrate Dockerfiles images and runtime through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
112,DAY_112,12,DevOps and Containers,Concept development,Dockerfiles Images And Runtime — Applied Baseline Lab,intermediate,8,VS Code | Git | Docker | GitHub Actions approved | local registry,"Complete a supervised applied lab for Dockerfiles images and runtime, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
113,DAY_113,12,DevOps and Containers,Guided laboratory,Compose Application Stacks — Architecture and Components,intermediate,8,VS Code | Git | Docker | GitHub Actions approved | local registry,"Explain and demonstrate Compose application stacks through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
114,DAY_114,12,DevOps and Containers,Guided laboratory,Compose Application Stacks — Configuration Lab,intermediate,8,VS Code | Git | Docker | GitHub Actions approved | local registry,"Complete a supervised applied lab for Compose application stacks, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
115,DAY_115,12,DevOps and Containers,Applied practice,Ci Build Test And Scan — Design and Technique,intermediate,8,VS Code | Git | Docker | GitHub Actions approved | local registry,"Explain and demonstrate CI build test and scan through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
116,DAY_116,12,DevOps and Containers,Operations and measurement,Ci Build Test And Scan — Operations and Measurement,intermediate,8,VS Code | Git | Docker | GitHub Actions approved | local registry,"Complete a supervised applied lab for CI build test and scan, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
117,DAY_117,12,DevOps and Containers,Troubleshooting laboratory,Configuration Health Checks And Deployment Gates — Troubleshooting and Failure Modes,intermediate,8,VS Code | Git | Docker | GitHub Actions approved | local registry,"Explain and demonstrate configuration health checks and deployment gates through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
118,DAY_118,12,DevOps and Containers,Safety and quality review,"Configuration Health Checks And Deployment Gates — Safety, Quality, and Verification",intermediate,8,VS Code | Git | Docker | GitHub Actions approved | local registry,"Complete a supervised applied lab for configuration health checks and deployment gates, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
119,DAY_119,12,DevOps and Containers,Integration and documentation,"DevOps and Containers — Integration, Documentation, and Handover",intermediate,8,VS Code | Git | Docker | GitHub Actions approved | local registry,"Integrate the four devops and containers skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
120,DAY_120,12,DevOps and Containers,Assessment and presentation,DevOps and Containers — Assessment Project,intermediate,8,VS Code | Git | Docker | GitHub Actions approved | local registry,"Plan, execute, verify, present, and safely close an assessment project covering the complete devops and containers phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
121,DAY_121,13,Cloud-Native and Distributed Systems,Orientation and setup,Service Boundaries And Apis — Foundations and Vocabulary,intermediate,8,VS Code | Git | Docker | local Kubernetes optional | Redis/RabbitMQ local | OpenTelemetry,"Explain and demonstrate service boundaries and APIs through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
122,DAY_122,13,Cloud-Native and Distributed Systems,Concept development,Service Boundaries And Apis — Applied Baseline Lab,intermediate,8,VS Code | Git | Docker | local Kubernetes optional | Redis/RabbitMQ local | OpenTelemetry,"Complete a supervised applied lab for service boundaries and APIs, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
123,DAY_123,13,Cloud-Native and Distributed Systems,Guided laboratory,Resilience Timeouts Retries And Idempotency — Architecture and Components,intermediate,8,VS Code | Git | Docker | local Kubernetes optional | Redis/RabbitMQ local | OpenTelemetry,"Explain and demonstrate resilience timeouts retries and idempotency through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
124,DAY_124,13,Cloud-Native and Distributed Systems,Guided laboratory,Resilience Timeouts Retries And Idempotency — Configuration Lab,intermediate,8,VS Code | Git | Docker | local Kubernetes optional | Redis/RabbitMQ local | OpenTelemetry,"Complete a supervised applied lab for resilience timeouts retries and idempotency, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
125,DAY_125,13,Cloud-Native and Distributed Systems,Applied practice,Caching Messaging And Consistency — Design and Technique,intermediate,8,VS Code | Git | Docker | local Kubernetes optional | Redis/RabbitMQ local | OpenTelemetry,"Explain and demonstrate caching messaging and consistency through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
126,DAY_126,13,Cloud-Native and Distributed Systems,Operations and measurement,Caching Messaging And Consistency — Operations and Measurement,intermediate,8,VS Code | Git | Docker | local Kubernetes optional | Redis/RabbitMQ local | OpenTelemetry,"Complete a supervised applied lab for caching messaging and consistency, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
127,DAY_127,13,Cloud-Native and Distributed Systems,Troubleshooting laboratory,Observability And Distributed Tracing — Troubleshooting and Failure Modes,intermediate,8,VS Code | Git | Docker | local Kubernetes optional | Redis/RabbitMQ local | OpenTelemetry,"Explain and demonstrate observability and distributed tracing through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
128,DAY_128,13,Cloud-Native and Distributed Systems,Safety and quality review,"Observability And Distributed Tracing — Safety, Quality, and Verification",intermediate,8,VS Code | Git | Docker | local Kubernetes optional | Redis/RabbitMQ local | OpenTelemetry,"Complete a supervised applied lab for observability and distributed tracing, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
129,DAY_129,13,Cloud-Native and Distributed Systems,Integration and documentation,"Cloud-Native and Distributed Systems — Integration, Documentation, and Handover",intermediate,8,VS Code | Git | Docker | local Kubernetes optional | Redis/RabbitMQ local | OpenTelemetry,"Integrate the four cloud-native and distributed systems skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
130,DAY_130,13,Cloud-Native and Distributed Systems,Assessment and presentation,Cloud-Native and Distributed Systems — Assessment Project,intermediate,8,VS Code | Git | Docker | local Kubernetes optional | Redis/RabbitMQ local | OpenTelemetry,"Plan, execute, verify, present, and safely close an assessment project covering the complete cloud-native and distributed systems phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
131,DAY_131,14,Mobile and Cross-Platform Concepts,Orientation and setup,Mobile Ui Navigation And State — Foundations and Vocabulary,intermediate-to-advanced,8,VS Code | Git | Flutter/React Native approved | emulator,"Explain and demonstrate mobile UI navigation and state through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
132,DAY_132,14,Mobile and Cross-Platform Concepts,Concept development,Mobile Ui Navigation And State — Applied Baseline Lab,intermediate-to-advanced,8,VS Code | Git | Flutter/React Native approved | emulator,"Complete a supervised applied lab for mobile UI navigation and state, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
133,DAY_133,14,Mobile and Cross-Platform Concepts,Guided laboratory,Device Permissions Storage And Privacy — Architecture and Components,intermediate-to-advanced,8,VS Code | Git | Flutter/React Native approved | emulator,"Explain and demonstrate device permissions storage and privacy through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
134,DAY_134,14,Mobile and Cross-Platform Concepts,Guided laboratory,Device Permissions Storage And Privacy — Configuration Lab,intermediate-to-advanced,8,VS Code | Git | Flutter/React Native approved | emulator,"Complete a supervised applied lab for device permissions storage and privacy, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
135,DAY_135,14,Mobile and Cross-Platform Concepts,Applied practice,Api Integration Offline Behavior — Design and Technique,intermediate-to-advanced,8,VS Code | Git | Flutter/React Native approved | emulator,"Explain and demonstrate API integration offline behavior through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
136,DAY_136,14,Mobile and Cross-Platform Concepts,Operations and measurement,Api Integration Offline Behavior — Operations and Measurement,intermediate-to-advanced,8,VS Code | Git | Flutter/React Native approved | emulator,"Complete a supervised applied lab for API integration offline behavior, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
137,DAY_137,14,Mobile and Cross-Platform Concepts,Troubleshooting laboratory,Mobile Testing Packaging And Release Controls — Troubleshooting and Failure Modes,intermediate-to-advanced,8,VS Code | Git | Flutter/React Native approved | emulator,"Explain and demonstrate mobile testing packaging and release controls through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
138,DAY_138,14,Mobile and Cross-Platform Concepts,Safety and quality review,"Mobile Testing Packaging And Release Controls — Safety, Quality, and Verification",intermediate-to-advanced,8,VS Code | Git | Flutter/React Native approved | emulator,"Complete a supervised applied lab for mobile testing packaging and release controls, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
139,DAY_139,14,Mobile and Cross-Platform Concepts,Integration and documentation,"Mobile and Cross-Platform Concepts — Integration, Documentation, and Handover",intermediate-to-advanced,8,VS Code | Git | Flutter/React Native approved | emulator,"Integrate the four mobile and cross-platform concepts skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
140,DAY_140,14,Mobile and Cross-Platform Concepts,Assessment and presentation,Mobile and Cross-Platform Concepts — Assessment Project,intermediate-to-advanced,8,VS Code | Git | Flutter/React Native approved | emulator,"Plan, execute, verify, present, and safely close an assessment project covering the complete mobile and cross-platform concepts phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
141,DAY_141,15,Performance and Reliability,Orientation and setup,Profiling Cpu Memory And I/O — Foundations and Vocabulary,intermediate-to-advanced,8,VS Code | Git | profilers | local load tools | monitoring stack,"Explain and demonstrate profiling CPU memory and I/O through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
142,DAY_142,15,Performance and Reliability,Concept development,Profiling Cpu Memory And I/O — Applied Baseline Lab,intermediate-to-advanced,8,VS Code | Git | profilers | local load tools | monitoring stack,"Complete a supervised applied lab for profiling CPU memory and I/O, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
143,DAY_143,15,Performance and Reliability,Guided laboratory,Database And Api Performance — Architecture and Components,intermediate-to-advanced,8,VS Code | Git | profilers | local load tools | monitoring stack,"Explain and demonstrate database and API performance through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
144,DAY_144,15,Performance and Reliability,Guided laboratory,Database And Api Performance — Configuration Lab,intermediate-to-advanced,8,VS Code | Git | profilers | local load tools | monitoring stack,"Complete a supervised applied lab for database and API performance, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
145,DAY_145,15,Performance and Reliability,Applied practice,Caching Concurrency And Load Concepts — Design and Technique,intermediate-to-advanced,8,VS Code | Git | profilers | local load tools | monitoring stack,"Explain and demonstrate caching concurrency and load concepts through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
146,DAY_146,15,Performance and Reliability,Operations and measurement,Caching Concurrency And Load Concepts — Operations and Measurement,intermediate-to-advanced,8,VS Code | Git | profilers | local load tools | monitoring stack,"Complete a supervised applied lab for caching concurrency and load concepts, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
147,DAY_147,15,Performance and Reliability,Troubleshooting laboratory,Slos Monitoring And Incident Response — Troubleshooting and Failure Modes,intermediate-to-advanced,8,VS Code | Git | profilers | local load tools | monitoring stack,"Explain and demonstrate SLOs monitoring and incident response through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
148,DAY_148,15,Performance and Reliability,Safety and quality review,"Slos Monitoring And Incident Response — Safety, Quality, and Verification",intermediate-to-advanced,8,VS Code | Git | profilers | local load tools | monitoring stack,"Complete a supervised applied lab for SLOs monitoring and incident response, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
149,DAY_149,15,Performance and Reliability,Integration and documentation,"Performance and Reliability — Integration, Documentation, and Handover",intermediate-to-advanced,8,VS Code | Git | profilers | local load tools | monitoring stack,"Integrate the four performance and reliability skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
150,DAY_150,15,Performance and Reliability,Assessment and presentation,Performance and Reliability — Assessment Project,intermediate-to-advanced,8,VS Code | Git | profilers | local load tools | monitoring stack,"Plan, execute, verify, present, and safely close an assessment project covering the complete performance and reliability phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
151,DAY_151,16,"Requirements, UX, and Product Delivery",Orientation and setup,Stakeholders User Stories And Acceptance — Foundations and Vocabulary,intermediate-to-advanced,8,VS Code | Git | issue tracker | diagramming/prototype tools | documentation,"Explain and demonstrate stakeholders user stories and acceptance through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
152,DAY_152,16,"Requirements, UX, and Product Delivery",Concept development,Stakeholders User Stories And Acceptance — Applied Baseline Lab,intermediate-to-advanced,8,VS Code | Git | issue tracker | diagramming/prototype tools | documentation,"Complete a supervised applied lab for stakeholders user stories and acceptance, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
153,DAY_153,16,"Requirements, UX, and Product Delivery",Guided laboratory,Requirements Validation And Traceability — Architecture and Components,intermediate-to-advanced,8,VS Code | Git | issue tracker | diagramming/prototype tools | documentation,"Explain and demonstrate requirements validation and traceability through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
154,DAY_154,16,"Requirements, UX, and Product Delivery",Guided laboratory,Requirements Validation And Traceability — Configuration Lab,intermediate-to-advanced,8,VS Code | Git | issue tracker | diagramming/prototype tools | documentation,"Complete a supervised applied lab for requirements validation and traceability, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
155,DAY_155,16,"Requirements, UX, and Product Delivery",Applied practice,Ux Research Prototypes And Accessibility — Design and Technique,intermediate-to-advanced,8,VS Code | Git | issue tracker | diagramming/prototype tools | documentation,"Explain and demonstrate UX research prototypes and accessibility through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
156,DAY_156,16,"Requirements, UX, and Product Delivery",Operations and measurement,Ux Research Prototypes And Accessibility — Operations and Measurement,intermediate-to-advanced,8,VS Code | Git | issue tracker | diagramming/prototype tools | documentation,"Complete a supervised applied lab for UX research prototypes and accessibility, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
157,DAY_157,16,"Requirements, UX, and Product Delivery",Troubleshooting laboratory,Planning Estimation Demos And Feedback — Troubleshooting and Failure Modes,intermediate-to-advanced,8,VS Code | Git | issue tracker | diagramming/prototype tools | documentation,"Explain and demonstrate planning estimation demos and feedback through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
