day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
75,DAY_075,8,OSPF Routing,Applied practice,Multi-Area Design And Summarization — Design and Technique,foundation-to-intermediate,8,Packet Tracer | VirtualBox | Packet Tracer/GNS3 approved | lab routers | Wireshark | documentation,"Explain and demonstrate multi-area design and summarization through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
76,DAY_076,8,OSPF Routing,Operations and measurement,Multi-Area Design And Summarization — Operations and Measurement,foundation-to-intermediate,8,Packet Tracer | VirtualBox | Packet Tracer/GNS3 approved | lab routers | Wireshark | documentation,"Complete a supervised applied lab for multi-area design and summarization, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
77,DAY_077,8,OSPF Routing,Troubleshooting laboratory,Authentication Metrics And Troubleshooting — Troubleshooting and Failure Modes,foundation-to-intermediate,8,Packet Tracer | VirtualBox | Packet Tracer/GNS3 approved | lab routers | Wireshark | documentation,"Explain and demonstrate authentication metrics and troubleshooting through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
78,DAY_078,8,OSPF Routing,Safety and quality review,"Authentication Metrics And Troubleshooting — Safety, Quality, and Verification",foundation-to-intermediate,8,Packet Tracer | VirtualBox | Packet Tracer/GNS3 approved | lab routers | Wireshark | documentation,"Complete a supervised applied lab for authentication metrics and troubleshooting, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
79,DAY_079,8,OSPF Routing,Integration and documentation,"OSPF Routing — Integration, Documentation, and Handover",foundation-to-intermediate,8,Packet Tracer | VirtualBox | Packet Tracer/GNS3 approved | lab routers | Wireshark | documentation,"Integrate the four ospf routing skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
80,DAY_080,8,OSPF Routing,Assessment and presentation,OSPF Routing — Assessment Project,foundation-to-intermediate,8,Packet Tracer | VirtualBox | Packet Tracer/GNS3 approved | lab routers | Wireshark | documentation,"Plan, execute, verify, present, and safely close an assessment project covering the complete ospf routing phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
81,DAY_081,9,Network Services,Orientation and setup,Dhcp Scopes Relays And Reservations — Foundations and Vocabulary,intermediate,8,Packet Tracer | VirtualBox | Linux services lab | Wireshark | monitoring tools,"Explain and demonstrate DHCP scopes relays and reservations through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
82,DAY_082,9,Network Services,Concept development,Dhcp Scopes Relays And Reservations — Applied Baseline Lab,intermediate,8,Packet Tracer | VirtualBox | Linux services lab | Wireshark | monitoring tools,"Complete a supervised applied lab for DHCP scopes relays and reservations, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
83,DAY_083,9,Network Services,Guided laboratory,Dns Records Resolution And Caching — Architecture and Components,intermediate,8,Packet Tracer | VirtualBox | Linux services lab | Wireshark | monitoring tools,"Explain and demonstrate DNS records resolution and caching through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
84,DAY_084,9,Network Services,Guided laboratory,Dns Records Resolution And Caching — Configuration Lab,intermediate,8,Packet Tracer | VirtualBox | Linux services lab | Wireshark | monitoring tools,"Complete a supervised applied lab for DNS records resolution and caching, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
85,DAY_085,9,Network Services,Applied practice,Ntp Time Synchronization — Design and Technique,intermediate,8,Packet Tracer | VirtualBox | Linux services lab | Wireshark | monitoring tools,"Explain and demonstrate NTP time synchronization through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
86,DAY_086,9,Network Services,Operations and measurement,Ntp Time Synchronization — Operations and Measurement,intermediate,8,Packet Tracer | VirtualBox | Linux services lab | Wireshark | monitoring tools,"Complete a supervised applied lab for NTP time synchronization, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
87,DAY_087,9,Network Services,Troubleshooting laboratory,Snmp Syslog And Management Services — Troubleshooting and Failure Modes,intermediate,8,Packet Tracer | VirtualBox | Linux services lab | Wireshark | monitoring tools,"Explain and demonstrate SNMP Syslog and management services through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
88,DAY_088,9,Network Services,Safety and quality review,"Snmp Syslog And Management Services — Safety, Quality, and Verification",intermediate,8,Packet Tracer | VirtualBox | Linux services lab | Wireshark | monitoring tools,"Complete a supervised applied lab for SNMP Syslog and management services, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
89,DAY_089,9,Network Services,Integration and documentation,"Network Services — Integration, Documentation, and Handover",intermediate,8,Packet Tracer | VirtualBox | Linux services lab | Wireshark | monitoring tools,"Integrate the four network services skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
90,DAY_090,9,Network Services,Assessment and presentation,Network Services — Assessment Project,intermediate,8,Packet Tracer | VirtualBox | Linux services lab | Wireshark | monitoring tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete network services phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
91,DAY_091,10,"NAT, WAN, and Internet Connectivity",Orientation and setup,Static Dynamic And Pat — Foundations and Vocabulary,intermediate,8,Packet Tracer | VirtualBox | lab routers | Wireshark | documentation,"Explain and demonstrate static dynamic and PAT through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
92,DAY_092,10,"NAT, WAN, and Internet Connectivity",Concept development,Static Dynamic And Pat — Applied Baseline Lab,intermediate,8,Packet Tracer | VirtualBox | lab routers | Wireshark | documentation,"Complete a supervised applied lab for static dynamic and PAT, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
93,DAY_093,10,"NAT, WAN, and Internet Connectivity",Guided laboratory,Wan Links Ppp And Carrier Concepts — Architecture and Components,intermediate,8,Packet Tracer | VirtualBox | lab routers | Wireshark | documentation,"Explain and demonstrate WAN links PPP and carrier concepts through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
94,DAY_094,10,"NAT, WAN, and Internet Connectivity",Guided laboratory,Wan Links Ppp And Carrier Concepts — Configuration Lab,intermediate,8,Packet Tracer | VirtualBox | lab routers | Wireshark | documentation,"Complete a supervised applied lab for WAN links PPP and carrier concepts, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
95,DAY_095,10,"NAT, WAN, and Internet Connectivity",Applied practice,Internet Edge And Default Routing — Design and Technique,intermediate,8,Packet Tracer | VirtualBox | lab routers | Wireshark | documentation,"Explain and demonstrate internet edge and default routing through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
96,DAY_096,10,"NAT, WAN, and Internet Connectivity",Operations and measurement,Internet Edge And Default Routing — Operations and Measurement,intermediate,8,Packet Tracer | VirtualBox | lab routers | Wireshark | documentation,"Complete a supervised applied lab for internet edge and default routing, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
97,DAY_097,10,"NAT, WAN, and Internet Connectivity",Troubleshooting laboratory,Nat And Wan Troubleshooting — Troubleshooting and Failure Modes,intermediate,8,Packet Tracer | VirtualBox | lab routers | Wireshark | documentation,"Explain and demonstrate NAT and WAN troubleshooting through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
98,DAY_098,10,"NAT, WAN, and Internet Connectivity",Safety and quality review,"Nat And Wan Troubleshooting — Safety, Quality, and Verification",intermediate,8,Packet Tracer | VirtualBox | lab routers | Wireshark | documentation,"Complete a supervised applied lab for NAT and WAN troubleshooting, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
99,DAY_099,10,"NAT, WAN, and Internet Connectivity",Integration and documentation,"NAT, WAN, and Internet Connectivity — Integration, Documentation, and Handover",intermediate,8,Packet Tracer | VirtualBox | lab routers | Wireshark | documentation,"Integrate the four nat, wan, and internet connectivity skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
100,DAY_100,10,"NAT, WAN, and Internet Connectivity",Assessment and presentation,"NAT, WAN, and Internet Connectivity — Assessment Project",intermediate,8,Packet Tracer | VirtualBox | lab routers | Wireshark | documentation,"Plan, execute, verify, present, and safely close an assessment project covering the complete nat, wan, and internet connectivity phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
101,DAY_101,11,Wireless Networking,Orientation and setup,Rf Channels Bandwidth And Interference — Foundations and Vocabulary,intermediate,8,Packet Tracer | VirtualBox | approved APs/controller | Wi-Fi analyzer | site plan,"Explain and demonstrate RF channels bandwidth and interference through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
102,DAY_102,11,Wireless Networking,Concept development,Rf Channels Bandwidth And Interference — Applied Baseline Lab,intermediate,8,Packet Tracer | VirtualBox | approved APs/controller | Wi-Fi analyzer | site plan,"Complete a supervised applied lab for RF channels bandwidth and interference, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
103,DAY_103,11,Wireless Networking,Guided laboratory,Wlan Ssid Authentication And Encryption — Architecture and Components,intermediate,8,Packet Tracer | VirtualBox | approved APs/controller | Wi-Fi analyzer | site plan,"Explain and demonstrate WLAN SSID authentication and encryption through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
104,DAY_104,11,Wireless Networking,Guided laboratory,Wlan Ssid Authentication And Encryption — Configuration Lab,intermediate,8,Packet Tracer | VirtualBox | approved APs/controller | Wi-Fi analyzer | site plan,"Complete a supervised applied lab for WLAN SSID authentication and encryption, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
105,DAY_105,11,Wireless Networking,Applied practice,Ap Placement Roaming And Capacity — Design and Technique,intermediate,8,Packet Tracer | VirtualBox | approved APs/controller | Wi-Fi analyzer | site plan,"Explain and demonstrate AP placement roaming and capacity through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
106,DAY_106,11,Wireless Networking,Operations and measurement,Ap Placement Roaming And Capacity — Operations and Measurement,intermediate,8,Packet Tracer | VirtualBox | approved APs/controller | Wi-Fi analyzer | site plan,"Complete a supervised applied lab for AP placement roaming and capacity, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
107,DAY_107,11,Wireless Networking,Troubleshooting laboratory,Wireless Survey Security And Troubleshooting — Troubleshooting and Failure Modes,intermediate,8,Packet Tracer | VirtualBox | approved APs/controller | Wi-Fi analyzer | site plan,"Explain and demonstrate wireless survey security and troubleshooting through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
108,DAY_108,11,Wireless Networking,Safety and quality review,"Wireless Survey Security And Troubleshooting — Safety, Quality, and Verification",intermediate,8,Packet Tracer | VirtualBox | approved APs/controller | Wi-Fi analyzer | site plan,"Complete a supervised applied lab for wireless survey security and troubleshooting, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
109,DAY_109,11,Wireless Networking,Integration and documentation,"Wireless Networking — Integration, Documentation, and Handover",intermediate,8,Packet Tracer | VirtualBox | approved APs/controller | Wi-Fi analyzer | site plan,"Integrate the four wireless networking skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
110,DAY_110,11,Wireless Networking,Assessment and presentation,Wireless Networking — Assessment Project,intermediate,8,Packet Tracer | VirtualBox | approved APs/controller | Wi-Fi analyzer | site plan,"Plan, execute, verify, present, and safely close an assessment project covering the complete wireless networking phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
111,DAY_111,12,Network Security and Access Control,Orientation and setup,Device Hardening Aaa And Secure Management — Foundations and Vocabulary,intermediate,8,Packet Tracer | VirtualBox | lab switches/routers | AAA lab | Wireshark,"Explain and demonstrate device hardening AAA and secure management through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
112,DAY_112,12,Network Security and Access Control,Concept development,Device Hardening Aaa And Secure Management — Applied Baseline Lab,intermediate,8,Packet Tracer | VirtualBox | lab switches/routers | AAA lab | Wireshark,"Complete a supervised applied lab for device hardening AAA and secure management, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
113,DAY_113,12,Network Security and Access Control,Guided laboratory,Standard And Extended Acls — Architecture and Components,intermediate,8,Packet Tracer | VirtualBox | lab switches/routers | AAA lab | Wireshark,"Explain and demonstrate standard and extended ACLs through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
114,DAY_114,12,Network Security and Access Control,Guided laboratory,Standard And Extended Acls — Configuration Lab,intermediate,8,Packet Tracer | VirtualBox | lab switches/routers | AAA lab | Wireshark,"Complete a supervised applied lab for standard and extended ACLs, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
115,DAY_115,12,Network Security and Access Control,Applied practice,Port Security Dhcp Snooping And Dai — Design and Technique,intermediate,8,Packet Tracer | VirtualBox | lab switches/routers | AAA lab | Wireshark,"Explain and demonstrate port security DHCP snooping and DAI through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
116,DAY_116,12,Network Security and Access Control,Operations and measurement,Port Security Dhcp Snooping And Dai — Operations and Measurement,intermediate,8,Packet Tracer | VirtualBox | lab switches/routers | AAA lab | Wireshark,"Complete a supervised applied lab for port security DHCP snooping and DAI, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
117,DAY_117,12,Network Security and Access Control,Troubleshooting laboratory,Segmentation Firewalls And Zero Trust Concepts — Troubleshooting and Failure Modes,intermediate,8,Packet Tracer | VirtualBox | lab switches/routers | AAA lab | Wireshark,"Explain and demonstrate segmentation firewalls and zero trust concepts through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
118,DAY_118,12,Network Security and Access Control,Safety and quality review,"Segmentation Firewalls And Zero Trust Concepts — Safety, Quality, and Verification",intermediate,8,Packet Tracer | VirtualBox | lab switches/routers | AAA lab | Wireshark,"Complete a supervised applied lab for segmentation firewalls and zero trust concepts, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
119,DAY_119,12,Network Security and Access Control,Integration and documentation,"Network Security and Access Control — Integration, Documentation, and Handover",intermediate,8,Packet Tracer | VirtualBox | lab switches/routers | AAA lab | Wireshark,"Integrate the four network security and access control skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
120,DAY_120,12,Network Security and Access Control,Assessment and presentation,Network Security and Access Control — Assessment Project,intermediate,8,Packet Tracer | VirtualBox | lab switches/routers | AAA lab | Wireshark,"Plan, execute, verify, present, and safely close an assessment project covering the complete network security and access control phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
121,DAY_121,13,Enterprise Network Design,Orientation and setup,Requirements Hierarchy And Modular Design — Foundations and Vocabulary,intermediate,8,Packet Tracer | VirtualBox | diagramming tools | planning sheets | Git,"Explain and demonstrate requirements hierarchy and modular design through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
122,DAY_122,13,Enterprise Network Design,Concept development,Requirements Hierarchy And Modular Design — Applied Baseline Lab,intermediate,8,Packet Tracer | VirtualBox | diagramming tools | planning sheets | Git,"Complete a supervised applied lab for requirements hierarchy and modular design, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
123,DAY_123,13,Enterprise Network Design,Guided laboratory,Campus Core Distribution And Access — Architecture and Components,intermediate,8,Packet Tracer | VirtualBox | diagramming tools | planning sheets | Git,"Explain and demonstrate campus core distribution and access through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
124,DAY_124,13,Enterprise Network Design,Guided laboratory,Campus Core Distribution And Access — Configuration Lab,intermediate,8,Packet Tracer | VirtualBox | diagramming tools | planning sheets | Git,"Complete a supervised applied lab for campus core distribution and access, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
125,DAY_125,13,Enterprise Network Design,Applied practice,Branch Wan Internet And Remote Access — Design and Technique,intermediate,8,Packet Tracer | VirtualBox | diagramming tools | planning sheets | Git,"Explain and demonstrate branch WAN internet and remote access through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
126,DAY_126,13,Enterprise Network Design,Operations and measurement,Branch Wan Internet And Remote Access — Operations and Measurement,intermediate,8,Packet Tracer | VirtualBox | diagramming tools | planning sheets | Git,"Complete a supervised applied lab for branch WAN internet and remote access, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
127,DAY_127,13,Enterprise Network Design,Troubleshooting laboratory,High Availability Capacity And Documentation — Troubleshooting and Failure Modes,intermediate,8,Packet Tracer | VirtualBox | diagramming tools | planning sheets | Git,"Explain and demonstrate high availability capacity and documentation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
128,DAY_128,13,Enterprise Network Design,Safety and quality review,"High Availability Capacity And Documentation — Safety, Quality, and Verification",intermediate,8,Packet Tracer | VirtualBox | diagramming tools | planning sheets | Git,"Complete a supervised applied lab for high availability capacity and documentation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
129,DAY_129,13,Enterprise Network Design,Integration and documentation,"Enterprise Network Design — Integration, Documentation, and Handover",intermediate,8,Packet Tracer | VirtualBox | diagramming tools | planning sheets | Git,"Integrate the four enterprise network design skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
130,DAY_130,13,Enterprise Network Design,Assessment and presentation,Enterprise Network Design — Assessment Project,intermediate,8,Packet Tracer | VirtualBox | diagramming tools | planning sheets | Git,"Plan, execute, verify, present, and safely close an assessment project covering the complete enterprise network design phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
131,DAY_131,14,Network Automation and Programmability,Orientation and setup,Apis Json Yaml And Data Models — Foundations and Vocabulary,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Python | Ansible | Netmiko/NAPALM lab | Git,"Explain and demonstrate APIs JSON YAML and data models through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
132,DAY_132,14,Network Automation and Programmability,Concept development,Apis Json Yaml And Data Models — Applied Baseline Lab,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Python | Ansible | Netmiko/NAPALM lab | Git,"Complete a supervised applied lab for APIs JSON YAML and data models, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
133,DAY_133,14,Network Automation and Programmability,Guided laboratory,Python Network Scripts In Sandbox — Architecture and Components,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Python | Ansible | Netmiko/NAPALM lab | Git,"Explain and demonstrate Python network scripts in sandbox through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
134,DAY_134,14,Network Automation and Programmability,Guided laboratory,Python Network Scripts In Sandbox — Configuration Lab,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Python | Ansible | Netmiko/NAPALM lab | Git,"Complete a supervised applied lab for Python network scripts in sandbox, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
135,DAY_135,14,Network Automation and Programmability,Applied practice,Ansible Templates And Idempotency — Design and Technique,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Python | Ansible | Netmiko/NAPALM lab | Git,"Explain and demonstrate Ansible templates and idempotency through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
136,DAY_136,14,Network Automation and Programmability,Operations and measurement,Ansible Templates And Idempotency — Operations and Measurement,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Python | Ansible | Netmiko/NAPALM lab | Git,"Complete a supervised applied lab for Ansible templates and idempotency, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
137,DAY_137,14,Network Automation and Programmability,Troubleshooting laboratory,Version Control Testing And Rollback — Troubleshooting and Failure Modes,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Python | Ansible | Netmiko/NAPALM lab | Git,"Explain and demonstrate version control testing and rollback through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
138,DAY_138,14,Network Automation and Programmability,Safety and quality review,"Version Control Testing And Rollback — Safety, Quality, and Verification",intermediate-to-advanced,8,Packet Tracer | VirtualBox | Python | Ansible | Netmiko/NAPALM lab | Git,"Complete a supervised applied lab for version control testing and rollback, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
139,DAY_139,14,Network Automation and Programmability,Integration and documentation,"Network Automation and Programmability — Integration, Documentation, and Handover",intermediate-to-advanced,8,Packet Tracer | VirtualBox | Python | Ansible | Netmiko/NAPALM lab | Git,"Integrate the four network automation and programmability skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
140,DAY_140,14,Network Automation and Programmability,Assessment and presentation,Network Automation and Programmability — Assessment Project,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Python | Ansible | Netmiko/NAPALM lab | Git,"Plan, execute, verify, present, and safely close an assessment project covering the complete network automation and programmability phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
141,DAY_141,15,Network Monitoring and Troubleshooting,Orientation and setup,Baseline Metrics And Telemetry — Foundations and Vocabulary,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Wireshark | LibreNMS/Zabbix local | Syslog/SNMP lab | Git,"Explain and demonstrate baseline metrics and telemetry through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
142,DAY_142,15,Network Monitoring and Troubleshooting,Concept development,Baseline Metrics And Telemetry — Applied Baseline Lab,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Wireshark | LibreNMS/Zabbix local | Syslog/SNMP lab | Git,"Complete a supervised applied lab for baseline metrics and telemetry, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
143,DAY_143,15,Network Monitoring and Troubleshooting,Guided laboratory,Packet Capture And Protocol Analysis — Architecture and Components,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Wireshark | LibreNMS/Zabbix local | Syslog/SNMP lab | Git,"Explain and demonstrate packet capture and protocol analysis through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
144,DAY_144,15,Network Monitoring and Troubleshooting,Guided laboratory,Packet Capture And Protocol Analysis — Configuration Lab,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Wireshark | LibreNMS/Zabbix local | Syslog/SNMP lab | Git,"Complete a supervised applied lab for packet capture and protocol analysis, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
145,DAY_145,15,Network Monitoring and Troubleshooting,Applied practice,Systematic Layer-Based Troubleshooting — Design and Technique,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Wireshark | LibreNMS/Zabbix local | Syslog/SNMP lab | Git,"Explain and demonstrate systematic layer-based troubleshooting through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
146,DAY_146,15,Network Monitoring and Troubleshooting,Operations and measurement,Systematic Layer-Based Troubleshooting — Operations and Measurement,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Wireshark | LibreNMS/Zabbix local | Syslog/SNMP lab | Git,"Complete a supervised applied lab for systematic layer-based troubleshooting, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
147,DAY_147,15,Network Monitoring and Troubleshooting,Troubleshooting laboratory,Logs Alerts Incident And Change Records — Troubleshooting and Failure Modes,intermediate-to-advanced,8,Packet Tracer | VirtualBox | Wireshark | LibreNMS/Zabbix local | Syslog/SNMP lab | Git,"Explain and demonstrate logs alerts incident and change records through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
148,DAY_148,15,Network Monitoring and Troubleshooting,Safety and quality review,"Logs Alerts Incident And Change Records — Safety, Quality, and Verification",intermediate-to-advanced,8,Packet Tracer | VirtualBox | Wireshark | LibreNMS/Zabbix local | Syslog/SNMP lab | Git,"Complete a supervised applied lab for logs alerts incident and change records, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
