day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
93,DAY_093,10,Phase 10 — Computer Vision,Guided laboratory,Data Augmentation and Label Preservation,intermediate,8,Python | Jupyter | PyTorch | torchvision | Pillow | OpenCV,Apply safe transformations and inspect whether labels remain valid.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
94,DAY_094,10,Phase 10 — Computer Vision,Guided laboratory,Convolution and Feature Maps,intermediate,8,Python | Jupyter | PyTorch | torchvision | Pillow | OpenCV,Visualize simple filters and explain local feature extraction.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
95,DAY_095,10,Phase 10 — Computer Vision,Applied practice,Convolutional Neural Networks,intermediate,8,Python | Jupyter | PyTorch | torchvision | Pillow | OpenCV,Train a small CNN on an approved educational dataset.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
96,DAY_096,10,Phase 10 — Computer Vision,Applied practice,Image Classification Evaluation,intermediate,8,Python | Jupyter | PyTorch | torchvision | Pillow | OpenCV,Evaluate confusion patterns and class-specific performance.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
97,DAY_097,10,Phase 10 — Computer Vision,Evaluation laboratory,Transfer Learning,intermediate,8,Python | Jupyter | PyTorch | torchvision | Pillow | OpenCV,Fine-tune a pretrained model with frozen and unfrozen stages.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
98,DAY_098,10,Phase 10 — Computer Vision,Safety and ethics review,Object Detection Concepts,intermediate,8,Python | Jupyter | PyTorch | torchvision | Pillow | OpenCV,Inspect bounding-box annotations and calculate intersection over union.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
99,DAY_099,10,Phase 10 — Computer Vision,Documentation and integration,Segmentation and Pixel-Level Evaluation,intermediate,8,Python | Jupyter | PyTorch | torchvision | Pillow | OpenCV,Work with synthetic masks and calculate overlap metrics.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
100,DAY_100,10,Phase 10 — Computer Vision,Assessment and presentation,Responsible Computer Vision Project,intermediate,8,Python | Jupyter | PyTorch | torchvision | Pillow | OpenCV,"Deliver a vision prototype with privacy, consent, and bias limitations.","Assessment demonstration, complete reproducible project package, evaluation evidence, safety/ethics review, and technical report."
101,DAY_101,11,Phase 11 — Natural Language Processing,Orientation and setup,"NLP Tasks, Language Data, and Consent",intermediate,8,Python | Jupyter | pandas | scikit-learn | spaCy/NLTK | Hugging Face Transformers,Frame an NLP task and audit the text source and permission.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
102,DAY_102,11,Phase 11 — Natural Language Processing,Concept development,Text Cleaning and Normalization,intermediate,8,Python | Jupyter | pandas | scikit-learn | spaCy/NLTK | Hugging Face Transformers,Normalize synthetic text while preserving meaning needed by the task.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
103,DAY_103,11,Phase 11 — Natural Language Processing,Guided laboratory,"Tokenization, Stop Words, and Linguistic Features",intermediate,8,Python | Jupyter | pandas | scikit-learn | spaCy/NLTK | Hugging Face Transformers,Compare tokenization choices and their limitations.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
104,DAY_104,11,Phase 11 — Natural Language Processing,Guided laboratory,Bag-of-Words and TF-IDF,intermediate,8,Python | Jupyter | pandas | scikit-learn | spaCy/NLTK | Hugging Face Transformers,Build interpretable text vectors and inspect learned vocabulary.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
105,DAY_105,11,Phase 11 — Natural Language Processing,Applied practice,Text Classification Pipeline,intermediate,8,Python | Jupyter | pandas | scikit-learn | spaCy/NLTK | Hugging Face Transformers,Train a baseline classifier on an approved dataset.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
106,DAY_106,11,Phase 11 — Natural Language Processing,Applied practice,Word and Sentence Embeddings,intermediate,8,Python | Jupyter | pandas | scikit-learn | spaCy/NLTK | Hugging Face Transformers,Compare semantic similarity using approved pretrained embeddings.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
107,DAY_107,11,Phase 11 — Natural Language Processing,Evaluation laboratory,Sequence Models and Attention Intuition,intermediate,8,Python | Jupyter | pandas | scikit-learn | spaCy/NLTK | Hugging Face Transformers,Demonstrate why context and order matter in language.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
108,DAY_108,11,Phase 11 — Natural Language Processing,Safety and ethics review,Transformers and Pretrained Language Models,intermediate,8,Python | Jupyter | pandas | scikit-learn | spaCy/NLTK | Hugging Face Transformers,Run controlled inference and record model and tokenizer details.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
109,DAY_109,11,Phase 11 — Natural Language Processing,Documentation and integration,"NLP Error Analysis, Bias, and Multilingual Issues",intermediate,8,Python | Jupyter | pandas | scikit-learn | spaCy/NLTK | Hugging Face Transformers,Inspect errors across language varieties without stereotyping users.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
110,DAY_110,11,Phase 11 — Natural Language Processing,Assessment and presentation,Responsible NLP Assessment Project,intermediate,8,Python | Jupyter | pandas | scikit-learn | spaCy/NLTK | Hugging Face Transformers,Deliver an evaluated text prototype with a data statement and model card.,"Assessment demonstration, complete reproducible project package, evaluation evidence, safety/ethics review, and technical report."
111,DAY_111,12,Phase 12 — Generative AI and Large Language Models,Orientation and setup,Generative AI and LLM Foundations,intermediate,8,Python | Jupyter | approved LLM interface | local/open models where practical | Git,"Explain token prediction, capabilities, and limitations through controlled tests.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
112,DAY_112,12,Phase 12 — Generative AI and Large Language Models,Concept development,"Tokens, Context Windows, and Prompt Budgets",intermediate,8,Python | Jupyter | approved LLM interface | local/open models where practical | Git,Measure prompt length and design within context constraints.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
113,DAY_113,12,Phase 12 — Generative AI and Large Language Models,Guided laboratory,Prompt Structure and Instruction Hierarchy,intermediate,8,Python | Jupyter | approved LLM interface | local/open models where practical | Git,Compare vague and structured prompts on a fixed synthetic task.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
114,DAY_114,12,Phase 12 — Generative AI and Large Language Models,Guided laboratory,Few-Shot Prompting and Examples,intermediate,8,Python | Jupyter | approved LLM interface | local/open models where practical | Git,Use representative examples without leaking test answers or private data.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
115,DAY_115,12,Phase 12 — Generative AI and Large Language Models,Applied practice,Structured Outputs and Schema Validation,intermediate,8,Python | Jupyter | approved LLM interface | local/open models where practical | Git,Request JSON output and validate it against a defined schema.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
116,DAY_116,12,Phase 12 — Generative AI and Large Language Models,Applied practice,"Sampling, Temperature, and Reproducibility",intermediate,8,Python | Jupyter | approved LLM interface | local/open models where practical | Git,Compare outputs under controlled generation settings.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
117,DAY_117,12,Phase 12 — Generative AI and Large Language Models,Evaluation laboratory,Hallucination Tests and Claim Verification,intermediate,8,Python | Jupyter | approved LLM interface | local/open models where practical | Git,Create a small factuality test set and verify claims against sources.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
118,DAY_118,12,Phase 12 — Generative AI and Large Language Models,Safety and ethics review,Prompt Injection and Untrusted Content,intermediate,8,Python | Jupyter | approved LLM interface | local/open models where practical | Git,Demonstrate injection risk using harmless sandbox text and defensive separation.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
119,DAY_119,12,Phase 12 — Generative AI and Large Language Models,Documentation and integration,LLM Evaluation and Human Review Rubrics,intermediate,8,Python | Jupyter | approved LLM interface | local/open models where practical | Git,"Build a rubric for relevance, correctness, safety, and citation support.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
120,DAY_120,12,Phase 12 — Generative AI and Large Language Models,Assessment and presentation,Generative AI Assessment Project,intermediate,8,Python | Jupyter | approved LLM interface | local/open models where practical | Git,Deliver a guarded assistant prototype using only synthetic information.,"Assessment demonstration, complete reproducible project package, evaluation evidence, safety/ethics review, and technical report."
121,DAY_121,13,"Phase 13 — Embeddings, Vector Search, and RAG",Orientation and setup,Embedding Models and Semantic Similarity,intermediate,8,Python | Jupyter | sentence-transformers | FAISS/Chroma lab | approved LLM interface,Embed approved short texts and inspect nearest neighbors.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
122,DAY_122,13,"Phase 13 — Embeddings, Vector Search, and RAG",Concept development,Vector Similarity and Distance Metrics,intermediate,8,Python | Jupyter | sentence-transformers | FAISS/Chroma lab | approved LLM interface,Compare cosine similarity and other distance choices.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
123,DAY_123,13,"Phase 13 — Embeddings, Vector Search, and RAG",Guided laboratory,Document Preparation and Access Control,intermediate,8,Python | Jupyter | sentence-transformers | FAISS/Chroma lab | approved LLM interface,Prepare approved documents while preserving source and access metadata.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
124,DAY_124,13,"Phase 13 — Embeddings, Vector Search, and RAG",Guided laboratory,Chunking Strategies and Context Preservation,intermediate,8,Python | Jupyter | sentence-transformers | FAISS/Chroma lab | approved LLM interface,Compare chunk sizes and overlap on retrieval quality.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
125,DAY_125,13,"Phase 13 — Embeddings, Vector Search, and RAG",Applied practice,Building a Local Vector Index,intermediate,8,Python | Jupyter | sentence-transformers | FAISS/Chroma lab | approved LLM interface,Create and query a disposable local index.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
126,DAY_126,13,"Phase 13 — Embeddings, Vector Search, and RAG",Applied practice,Semantic Retrieval and Metadata Filtering,intermediate,8,Python | Jupyter | sentence-transformers | FAISS/Chroma lab | approved LLM interface,Retrieve relevant passages while enforcing metadata filters.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
127,DAY_127,13,"Phase 13 — Embeddings, Vector Search, and RAG",Evaluation laboratory,Reranking and Context Selection,intermediate,8,Python | Jupyter | sentence-transformers | FAISS/Chroma lab | approved LLM interface,Rerank candidate passages and limit context to necessary evidence.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
128,DAY_128,13,"Phase 13 — Embeddings, Vector Search, and RAG",Safety and ethics review,Building a Grounded RAG Pipeline,intermediate,8,Python | Jupyter | sentence-transformers | FAISS/Chroma lab | approved LLM interface,Generate answers constrained to retrieved approved passages.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
129,DAY_129,13,"Phase 13 — Embeddings, Vector Search, and RAG",Documentation and integration,"RAG Evaluation, Citations, and Failure Analysis",intermediate,8,Python | Jupyter | sentence-transformers | FAISS/Chroma lab | approved LLM interface,Measure retrieval relevance and claim-to-source support.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
130,DAY_130,13,"Phase 13 — Embeddings, Vector Search, and RAG",Assessment and presentation,Responsible RAG Assessment Project,intermediate,8,Python | Jupyter | sentence-transformers | FAISS/Chroma lab | approved LLM interface,Deliver a cited knowledge assistant with access and injection controls.,"Assessment demonstration, complete reproducible project package, evaluation evidence, safety/ethics review, and technical report."
131,DAY_131,14,"Phase 14 — AI Agents, Tools, and Workflow Automation",Orientation and setup,"Agents, Workflows, and Automation Boundaries",intermediate-to-advanced,8,Python | Jupyter/VS Code | approved LLM interface | workflow framework where approved | mock APIs,Distinguish deterministic workflows from autonomous agent loops.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
132,DAY_132,14,"Phase 14 — AI Agents, Tools, and Workflow Automation",Concept development,Tool Schemas and Validated Function Calling,intermediate-to-advanced,8,Python | Jupyter/VS Code | approved LLM interface | workflow framework where approved | mock APIs,Define a harmless mock tool with strict input validation.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
133,DAY_133,14,"Phase 14 — AI Agents, Tools, and Workflow Automation",Guided laboratory,Agent State and Memory,intermediate-to-advanced,8,Python | Jupyter/VS Code | approved LLM interface | workflow framework where approved | mock APIs,Store only necessary session state and define retention limits.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
134,DAY_134,14,"Phase 14 — AI Agents, Tools, and Workflow Automation",Guided laboratory,"Planning, Decomposition, and Stop Conditions",intermediate-to-advanced,8,Python | Jupyter/VS Code | approved LLM interface | workflow framework where approved | mock APIs,Break down a task and enforce bounded steps and budgets.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
135,DAY_135,14,"Phase 14 — AI Agents, Tools, and Workflow Automation",Applied practice,Read-Only Retrieval Tools,intermediate-to-advanced,8,Python | Jupyter/VS Code | approved LLM interface | workflow framework where approved | mock APIs,Build an agent that can only read approved mock information.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
136,DAY_136,14,"Phase 14 — AI Agents, Tools, and Workflow Automation",Applied practice,Write Actions and Human Approval Gates,intermediate-to-advanced,8,Python | Jupyter/VS Code | approved LLM interface | workflow framework where approved | mock APIs,Simulate a write action that cannot execute without explicit approval.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
137,DAY_137,14,"Phase 14 — AI Agents, Tools, and Workflow Automation",Evaluation laboratory,Multi-Step Error Handling and Recovery,intermediate-to-advanced,8,Python | Jupyter/VS Code | approved LLM interface | workflow framework where approved | mock APIs,Handle tool failure without uncontrolled retries or duplicated actions.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
138,DAY_138,14,"Phase 14 — AI Agents, Tools, and Workflow Automation",Safety and ethics review,"Agent Logging, Tracing, and Auditability",intermediate-to-advanced,8,Python | Jupyter/VS Code | approved LLM interface | workflow framework where approved | mock APIs,"Record decisions, tool calls, approvals, and results safely.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
139,DAY_139,14,"Phase 14 — AI Agents, Tools, and Workflow Automation",Documentation and integration,Agent Security and Prompt Injection,intermediate-to-advanced,8,Python | Jupyter/VS Code | approved LLM interface | workflow framework where approved | mock APIs,Test harmless malicious instructions against tool permissions.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
140,DAY_140,14,"Phase 14 — AI Agents, Tools, and Workflow Automation",Assessment and presentation,Responsible Agent Assessment Project,intermediate-to-advanced,8,Python | Jupyter/VS Code | approved LLM interface | workflow framework where approved | mock APIs,Deliver a bounded agent workflow with an approval and audit trail.,"Assessment demonstration, complete reproducible project package, evaluation evidence, safety/ethics review, and technical report."
141,DAY_141,15,"Phase 15 — MLOps, Experiment Tracking, and Model Governance",Orientation and setup,MLOps Lifecycle and Reproducible Projects,intermediate-to-advanced,8,Python | Git | pytest | MLflow/local tracking | Docker | model/data documentation templates,"Map development, validation, release, monitoring, and retirement.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
142,DAY_142,15,"Phase 15 — MLOps, Experiment Tracking, and Model Governance",Concept development,"Source Control, Branches, and Code Review",intermediate-to-advanced,8,Python | Git | pytest | MLflow/local tracking | Docker | model/data documentation templates,Use a feature branch and review a safe lab change.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
143,DAY_143,15,"Phase 15 — MLOps, Experiment Tracking, and Model Governance",Guided laboratory,"Unit, Integration, and Data Tests",intermediate-to-advanced,8,Python | Git | pytest | MLflow/local tracking | Docker | model/data documentation templates,Create tests for code behavior and input schema.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
144,DAY_144,15,"Phase 15 — MLOps, Experiment Tracking, and Model Governance",Guided laboratory,Experiment Tracking,intermediate-to-advanced,8,Python | Git | pytest | MLflow/local tracking | Docker | model/data documentation templates,"Record parameters, metrics, artifacts, and environment details locally.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
145,DAY_145,15,"Phase 15 — MLOps, Experiment Tracking, and Model Governance",Applied practice,Data and Model Versioning Concepts,intermediate-to-advanced,8,Python | Git | pytest | MLflow/local tracking | Docker | model/data documentation templates,Create checksums and a version manifest for approved artifacts.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
146,DAY_146,15,"Phase 15 — MLOps, Experiment Tracking, and Model Governance",Applied practice,Model Packaging and Serialization Safety,intermediate-to-advanced,8,Python | Git | pytest | MLflow/local tracking | Docker | model/data documentation templates,Package a model and document safe loading limitations.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
147,DAY_147,15,"Phase 15 — MLOps, Experiment Tracking, and Model Governance",Evaluation laboratory,Model Registry and Approval Status,intermediate-to-advanced,8,Python | Git | pytest | MLflow/local tracking | Docker | model/data documentation templates,"Simulate candidate, approved, rejected, and retired model states.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
148,DAY_148,15,"Phase 15 — MLOps, Experiment Tracking, and Model Governance",Safety and ethics review,Monitoring Performance and Data Drift,intermediate-to-advanced,8,Python | Git | pytest | MLflow/local tracking | Docker | model/data documentation templates,Detect controlled drift in a synthetic data stream.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
149,DAY_149,15,"Phase 15 — MLOps, Experiment Tracking, and Model Governance",Documentation and integration,"Incident Response, Rollback, and Model Retirement",intermediate-to-advanced,8,Python | Git | pytest | MLflow/local tracking | Docker | model/data documentation templates,Run a tabletop rollback and evidence-preservation exercise.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
150,DAY_150,15,"Phase 15 — MLOps, Experiment Tracking, and Model Governance",Assessment and presentation,MLOps Governance Assessment Project,intermediate-to-advanced,8,Python | Git | pytest | MLflow/local tracking | Docker | model/data documentation templates,Deliver a reproducible release package with tests and governance records.,"Assessment demonstration, complete reproducible project package, evaluation evidence, safety/ethics review, and technical report."
151,DAY_151,16,"Phase 16 — AI Security, Privacy Engineering, and Assurance",Orientation and setup,AI Threat Modeling and Abuse Cases,intermediate-to-advanced,8,Python | VS Code | Git | OWASP/NIST guidance | sandbox test tools,Create a threat model for a fictional AI application.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
152,DAY_152,16,"Phase 16 — AI Security, Privacy Engineering, and Assurance",Concept development,Secure Coding and Input Validation,intermediate-to-advanced,8,Python | VS Code | Git | OWASP/NIST guidance | sandbox test tools,Harden a lab input path against malformed data.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
153,DAY_153,16,"Phase 16 — AI Security, Privacy Engineering, and Assurance",Guided laboratory,"Secrets, Credentials, and Configuration Security",intermediate-to-advanced,8,Python | VS Code | Git | OWASP/NIST guidance | sandbox test tools,Move placeholders into approved environment configuration and scan for leaks.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
154,DAY_154,16,"Phase 16 — AI Security, Privacy Engineering, and Assurance",Guided laboratory,Dependency and Model Supply-Chain Risk,intermediate-to-advanced,8,Python | VS Code | Git | OWASP/NIST guidance | sandbox test tools,Inventory packages/models and verify trusted sources and licences.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
155,DAY_155,16,"Phase 16 — AI Security, Privacy Engineering, and Assurance",Applied practice,Adversarial Inputs and Robustness Testing,intermediate-to-advanced,8,Python | VS Code | Git | OWASP/NIST guidance | sandbox test tools,Test harmless edge cases and document system boundaries.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
156,DAY_156,16,"Phase 16 — AI Security, Privacy Engineering, and Assurance",Applied practice,"Prompt Injection, Data Exfiltration, and Tool Misuse",intermediate-to-advanced,8,Python | VS Code | Git | OWASP/NIST guidance | sandbox test tools,Evaluate a sandbox assistant without connecting sensitive tools.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
157,DAY_157,16,"Phase 16 — AI Security, Privacy Engineering, and Assurance",Evaluation laboratory,Privacy Engineering and Data Minimization,intermediate-to-advanced,8,Python | VS Code | Git | OWASP/NIST guidance | sandbox test tools,Reduce a synthetic dataset to fields necessary for the stated purpose.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
158,DAY_158,16,"Phase 16 — AI Security, Privacy Engineering, and Assurance",Safety and ethics review,"Logging, Redaction, and Secure Evidence",intermediate-to-advanced,8,Python | VS Code | Git | OWASP/NIST guidance | sandbox test tools,Design useful logs that exclude secrets and unnecessary personal data.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
159,DAY_159,16,"Phase 16 — AI Security, Privacy Engineering, and Assurance",Documentation and integration,"AI Assurance, Red Teaming, and Remediation",intermediate-to-advanced,8,Python | VS Code | Git | OWASP/NIST guidance | sandbox test tools,Run an authorized tabletop review and prioritize fixes.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
160,DAY_160,16,"Phase 16 — AI Security, Privacy Engineering, and Assurance",Assessment and presentation,Security and Privacy Assessment Project,intermediate-to-advanced,8,Python | VS Code | Git | OWASP/NIST guidance | sandbox test tools,Produce an assurance report and remediated prototype in a sandbox.,"Assessment demonstration, complete reproducible project package, evaluation evidence, safety/ethics review, and technical report."
161,DAY_161,17,"Phase 17 — Deployment, APIs, Cloud Concepts, and Monitoring",Orientation and setup,Deployment Architecture and Risk Review,intermediate-to-advanced,8,Python | FastAPI | Docker | Git | local container runtime | approved cloud sandbox where available,Design a safe development-to-production architecture on paper.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
162,DAY_162,17,"Phase 17 — Deployment, APIs, Cloud Concepts, and Monitoring",Concept development,Serving a Model with FastAPI,intermediate-to-advanced,8,Python | FastAPI | Docker | Git | local container runtime | approved cloud sandbox where available,Expose a small local inference endpoint with schema validation.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
163,DAY_163,17,"Phase 17 — Deployment, APIs, Cloud Concepts, and Monitoring",Guided laboratory,"API Testing, Errors, and Documentation",intermediate-to-advanced,8,Python | FastAPI | Docker | Git | local container runtime | approved cloud sandbox where available,Test success and failure responses using local requests.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
164,DAY_164,17,"Phase 17 — Deployment, APIs, Cloud Concepts, and Monitoring",Guided laboratory,Containerizing an AI Service,intermediate-to-advanced,8,Python | FastAPI | Docker | Git | local container runtime | approved cloud sandbox where available,Build a minimal container without embedding secrets.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
165,DAY_165,17,"Phase 17 — Deployment, APIs, Cloud Concepts, and Monitoring",Applied practice,"Configuration, Health Checks, and Readiness",intermediate-to-advanced,8,Python | FastAPI | Docker | Git | local container runtime | approved cloud sandbox where available,Add environment-based configuration and health endpoints.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
166,DAY_166,17,"Phase 17 — Deployment, APIs, Cloud Concepts, and Monitoring",Applied practice,"Authentication, Authorization, and Rate Limits",intermediate-to-advanced,8,Python | FastAPI | Docker | Git | local container runtime | approved cloud sandbox where available,Design and simulate controls without using real credentials.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
167,DAY_167,17,"Phase 17 — Deployment, APIs, Cloud Concepts, and Monitoring",Evaluation laboratory,CI/CD Concepts and Release Gates,intermediate-to-advanced,8,Python | FastAPI | Docker | Git | local container runtime | approved cloud sandbox where available,Create a local pipeline definition with tests and approval stages.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
168,DAY_168,17,"Phase 17 — Deployment, APIs, Cloud Concepts, and Monitoring",Safety and ethics review,Cloud Deployment Concepts and Cost Controls,intermediate-to-advanced,8,Python | FastAPI | Docker | Git | local container runtime | approved cloud sandbox where available,"Estimate compute, storage, network, and budget constraints.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
169,DAY_169,17,"Phase 17 — Deployment, APIs, Cloud Concepts, and Monitoring",Documentation and integration,"Production Monitoring, Alerts, and SLOs",intermediate-to-advanced,8,Python | FastAPI | Docker | Git | local container runtime | approved cloud sandbox where available,"Define service, model, safety, and cost indicators.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
170,DAY_170,17,"Phase 17 — Deployment, APIs, Cloud Concepts, and Monitoring",Assessment and presentation,Deployment Assessment Project,intermediate-to-advanced,8,Python | FastAPI | Docker | Git | local container runtime | approved cloud sandbox where available,Deliver a locally containerized API and production-readiness checklist.,"Assessment demonstration, complete reproducible project package, evaluation evidence, safety/ethics review, and technical report."
171,DAY_171,18,"Phase 18 — Capstone Design, Delivery, and Professional Readiness",Orientation and setup,Capstone Problem Selection and Stakeholder Need,capstone,8,Python | VS Code | Jupyter | Git | approved project tools | documentation and presentation tools,"Select an approved problem and document beneficiaries, harms, and success criteria.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
172,DAY_172,18,"Phase 18 — Capstone Design, Delivery, and Professional Readiness",Concept development,Capstone Requirements and Acceptance Criteria,capstone,8,Python | VS Code | Jupyter | Git | approved project tools | documentation and presentation tools,"Write functional, non-functional, safety, and evidence requirements.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
173,DAY_173,18,"Phase 18 — Capstone Design, Delivery, and Professional Readiness",Guided laboratory,Capstone Data Plan and Governance Review,capstone,8,Python | VS Code | Jupyter | Git | approved project tools | documentation and presentation tools,"Document source, licence, access, quality, retention, and deletion.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
174,DAY_174,18,"Phase 18 — Capstone Design, Delivery, and Professional Readiness",Guided laboratory,Capstone Architecture and Threat Model,capstone,8,Python | VS Code | Jupyter | Git | approved project tools | documentation and presentation tools,"Design components, trust boundaries, controls, and fallback behavior.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
175,DAY_175,18,"Phase 18 — Capstone Design, Delivery, and Professional Readiness",Applied practice,Capstone Baseline and Experiment Plan,capstone,8,Python | VS Code | Jupyter | Git | approved project tools | documentation and presentation tools,"Define the simplest baseline, metrics, splits, and experiment limits.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
176,DAY_176,18,"Phase 18 — Capstone Design, Delivery, and Professional Readiness",Applied practice,Capstone Implementation Sprint,capstone,8,Python | VS Code | Jupyter | Git | approved project tools | documentation and presentation tools,Build the minimum validated end-to-end workflow.,"Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
177,DAY_177,18,"Phase 18 — Capstone Design, Delivery, and Professional Readiness",Evaluation laboratory,Capstone Evaluation and Responsible-AI Review,capstone,8,Python | VS Code | Jupyter | Git | approved project tools | documentation and presentation tools,"Run metrics, slice analysis, safety tests, and human review.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
178,DAY_178,18,"Phase 18 — Capstone Design, Delivery, and Professional Readiness",Safety and ethics review,"Capstone Packaging, Deployment, and Documentation",capstone,8,Python | VS Code | Jupyter | Git | approved project tools | documentation and presentation tools,"Package the solution with tests, environment, model card, and user guide.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
179,DAY_179,18,"Phase 18 — Capstone Design, Delivery, and Professional Readiness",Documentation and integration,"Capstone Presentation, Demonstration, and Peer Review",capstone,8,Python | VS Code | Jupyter | Git | approved project tools | documentation and presentation tools,"Present the problem, evidence, limitations, and receive recorded feedback.","Setup evidence, completed practical artifact, independent verification record, safety/ethics check, and short technical report."
