day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
75,DAY_075,8,Dynamics Processing,Applied practice,Limiters And Loudspeaker Protection — Design and Technique,foundation-to-intermediate,8,Beyond mixers | microphones | digital mixer | audio playback | measurement software | speakers,"Explain and demonstrate limiters and loudspeaker protection through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
76,DAY_076,8,Dynamics Processing,Operations and measurement,Limiters And Loudspeaker Protection — Operations and Measurement,foundation-to-intermediate,8,Beyond mixers | microphones | digital mixer | audio playback | measurement software | speakers,"Complete a supervised applied lab for limiters and loudspeaker protection, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
77,DAY_077,8,Dynamics Processing,Troubleshooting laboratory,Parallel Dynamics And Gain Matching — Troubleshooting and Failure Modes,foundation-to-intermediate,8,Beyond mixers | microphones | digital mixer | audio playback | measurement software | speakers,"Explain and demonstrate parallel dynamics and gain matching through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
78,DAY_078,8,Dynamics Processing,Safety and quality review,"Parallel Dynamics And Gain Matching — Safety, Quality, and Verification",foundation-to-intermediate,8,Beyond mixers | microphones | digital mixer | audio playback | measurement software | speakers,"Complete a supervised applied lab for parallel dynamics and gain matching, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
79,DAY_079,8,Dynamics Processing,Integration and documentation,"Dynamics Processing — Integration, Documentation, and Handover",foundation-to-intermediate,8,Beyond mixers | microphones | digital mixer | audio playback | measurement software | speakers,"Integrate the four dynamics processing skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
80,DAY_080,8,Dynamics Processing,Assessment and presentation,Dynamics Processing — Assessment Project,foundation-to-intermediate,8,Beyond mixers | microphones | digital mixer | audio playback | measurement software | speakers,"Plan, execute, verify, present, and safely close an assessment project covering the complete dynamics processing phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
81,DAY_081,9,Effects and Spatial Processing,Orientation and setup,Reverb Time Predelay And Room Simulation — Foundations and Vocabulary,intermediate,8,Beyond mixers | microphones | digital mixer | playback | headphones | speakers,"Explain and demonstrate reverb time predelay and room simulation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
82,DAY_082,9,Effects and Spatial Processing,Concept development,Reverb Time Predelay And Room Simulation — Applied Baseline Lab,intermediate,8,Beyond mixers | microphones | digital mixer | playback | headphones | speakers,"Complete a supervised applied lab for reverb time predelay and room simulation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
83,DAY_083,9,Effects and Spatial Processing,Guided laboratory,Delay Echo Chorus And Modulation — Architecture and Components,intermediate,8,Beyond mixers | microphones | digital mixer | playback | headphones | speakers,"Explain and demonstrate delay echo chorus and modulation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
84,DAY_084,9,Effects and Spatial Processing,Guided laboratory,Delay Echo Chorus And Modulation — Configuration Lab,intermediate,8,Beyond mixers | microphones | digital mixer | playback | headphones | speakers,"Complete a supervised applied lab for delay echo chorus and modulation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
85,DAY_085,9,Effects and Spatial Processing,Applied practice,Send Return And Insert Workflows — Design and Technique,intermediate,8,Beyond mixers | microphones | digital mixer | playback | headphones | speakers,"Explain and demonstrate send return and insert workflows through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
86,DAY_086,9,Effects and Spatial Processing,Operations and measurement,Send Return And Insert Workflows — Operations and Measurement,intermediate,8,Beyond mixers | microphones | digital mixer | playback | headphones | speakers,"Complete a supervised applied lab for send return and insert workflows, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
87,DAY_087,9,Effects and Spatial Processing,Troubleshooting laboratory,Tempo Intelligibility And Effect Discipline — Troubleshooting and Failure Modes,intermediate,8,Beyond mixers | microphones | digital mixer | playback | headphones | speakers,"Explain and demonstrate tempo intelligibility and effect discipline through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
88,DAY_088,9,Effects and Spatial Processing,Safety and quality review,"Tempo Intelligibility And Effect Discipline — Safety, Quality, and Verification",intermediate,8,Beyond mixers | microphones | digital mixer | playback | headphones | speakers,"Complete a supervised applied lab for tempo intelligibility and effect discipline, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
89,DAY_089,9,Effects and Spatial Processing,Integration and documentation,"Effects and Spatial Processing — Integration, Documentation, and Handover",intermediate,8,Beyond mixers | microphones | digital mixer | playback | headphones | speakers,"Integrate the four effects and spatial processing skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
90,DAY_090,9,Effects and Spatial Processing,Assessment and presentation,Effects and Spatial Processing — Assessment Project,intermediate,8,Beyond mixers | microphones | digital mixer | playback | headphones | speakers,"Plan, execute, verify, present, and safely close an assessment project covering the complete effects and spatial processing phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
91,DAY_091,10,"Loudspeakers, Amplifiers, and Crossovers",Orientation and setup,Speaker Components Coverage And Directivity — Foundations and Vocabulary,intermediate,8,Beyond mixers | microphones | speakers | amplifiers/DSP | measurement tools | PPE,"Explain and demonstrate speaker components coverage and directivity through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
92,DAY_092,10,"Loudspeakers, Amplifiers, and Crossovers",Concept development,Speaker Components Coverage And Directivity — Applied Baseline Lab,intermediate,8,Beyond mixers | microphones | speakers | amplifiers/DSP | measurement tools | PPE,"Complete a supervised applied lab for speaker components coverage and directivity, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
93,DAY_093,10,"Loudspeakers, Amplifiers, and Crossovers",Guided laboratory,Amplifier Power Impedance And Limiters — Architecture and Components,intermediate,8,Beyond mixers | microphones | speakers | amplifiers/DSP | measurement tools | PPE,"Explain and demonstrate amplifier power impedance and limiters through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
94,DAY_094,10,"Loudspeakers, Amplifiers, and Crossovers",Guided laboratory,Amplifier Power Impedance And Limiters — Configuration Lab,intermediate,8,Beyond mixers | microphones | speakers | amplifiers/DSP | measurement tools | PPE,"Complete a supervised applied lab for amplifier power impedance and limiters, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
95,DAY_095,10,"Loudspeakers, Amplifiers, and Crossovers",Applied practice,Crossovers Processing And Polarity — Design and Technique,intermediate,8,Beyond mixers | microphones | speakers | amplifiers/DSP | measurement tools | PPE,"Explain and demonstrate crossovers processing and polarity through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
96,DAY_096,10,"Loudspeakers, Amplifiers, and Crossovers",Operations and measurement,Crossovers Processing And Polarity — Operations and Measurement,intermediate,8,Beyond mixers | microphones | speakers | amplifiers/DSP | measurement tools | PPE,"Complete a supervised applied lab for crossovers processing and polarity, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
97,DAY_097,10,"Loudspeakers, Amplifiers, and Crossovers",Troubleshooting laboratory,Placement Coupling And Safe Rigging Concepts — Troubleshooting and Failure Modes,intermediate,8,Beyond mixers | microphones | speakers | amplifiers/DSP | measurement tools | PPE,"Explain and demonstrate placement coupling and safe rigging concepts through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
98,DAY_098,10,"Loudspeakers, Amplifiers, and Crossovers",Safety and quality review,"Placement Coupling And Safe Rigging Concepts — Safety, Quality, and Verification",intermediate,8,Beyond mixers | microphones | speakers | amplifiers/DSP | measurement tools | PPE,"Complete a supervised applied lab for placement coupling and safe rigging concepts, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
99,DAY_099,10,"Loudspeakers, Amplifiers, and Crossovers",Integration and documentation,"Loudspeakers, Amplifiers, and Crossovers — Integration, Documentation, and Handover",intermediate,8,Beyond mixers | microphones | speakers | amplifiers/DSP | measurement tools | PPE,"Integrate the four loudspeakers, amplifiers, and crossovers skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
100,DAY_100,10,"Loudspeakers, Amplifiers, and Crossovers",Assessment and presentation,"Loudspeakers, Amplifiers, and Crossovers — Assessment Project",intermediate,8,Beyond mixers | microphones | speakers | amplifiers/DSP | measurement tools | PPE,"Plan, execute, verify, present, and safely close an assessment project covering the complete loudspeakers, amplifiers, and crossovers phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
101,DAY_101,11,System Alignment and Measurement,Orientation and setup,Transfer Function Rta And Impulse Concepts — Foundations and Vocabulary,intermediate,8,Beyond mixers | microphones | measurement microphone | Smaart/Open Sound Meter/REW | DSP | PPE,"Explain and demonstrate transfer function RTA and impulse concepts through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
102,DAY_102,11,System Alignment and Measurement,Concept development,Transfer Function Rta And Impulse Concepts — Applied Baseline Lab,intermediate,8,Beyond mixers | microphones | measurement microphone | Smaart/Open Sound Meter/REW | DSP | PPE,"Complete a supervised applied lab for transfer function RTA and impulse concepts, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
103,DAY_103,11,System Alignment and Measurement,Guided laboratory,Polarity Phase And Delay Alignment — Architecture and Components,intermediate,8,Beyond mixers | microphones | measurement microphone | Smaart/Open Sound Meter/REW | DSP | PPE,"Explain and demonstrate polarity phase and delay alignment through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
104,DAY_104,11,System Alignment and Measurement,Guided laboratory,Polarity Phase And Delay Alignment — Configuration Lab,intermediate,8,Beyond mixers | microphones | measurement microphone | Smaart/Open Sound Meter/REW | DSP | PPE,"Complete a supervised applied lab for polarity phase and delay alignment, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
105,DAY_105,11,System Alignment and Measurement,Applied practice,Subwoofer Alignment And Crossover Region — Design and Technique,intermediate,8,Beyond mixers | microphones | measurement microphone | Smaart/Open Sound Meter/REW | DSP | PPE,"Explain and demonstrate subwoofer alignment and crossover region through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
106,DAY_106,11,System Alignment and Measurement,Operations and measurement,Subwoofer Alignment And Crossover Region — Operations and Measurement,intermediate,8,Beyond mixers | microphones | measurement microphone | Smaart/Open Sound Meter/REW | DSP | PPE,"Complete a supervised applied lab for subwoofer alignment and crossover region, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
107,DAY_107,11,System Alignment and Measurement,Troubleshooting laboratory,Spl Coverage Optimization And Documentation — Troubleshooting and Failure Modes,intermediate,8,Beyond mixers | microphones | measurement microphone | Smaart/Open Sound Meter/REW | DSP | PPE,"Explain and demonstrate SPL coverage optimization and documentation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
108,DAY_108,11,System Alignment and Measurement,Safety and quality review,"Spl Coverage Optimization And Documentation — Safety, Quality, and Verification",intermediate,8,Beyond mixers | microphones | measurement microphone | Smaart/Open Sound Meter/REW | DSP | PPE,"Complete a supervised applied lab for SPL coverage optimization and documentation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
109,DAY_109,11,System Alignment and Measurement,Integration and documentation,"System Alignment and Measurement — Integration, Documentation, and Handover",intermediate,8,Beyond mixers | microphones | measurement microphone | Smaart/Open Sound Meter/REW | DSP | PPE,"Integrate the four system alignment and measurement skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
110,DAY_110,11,System Alignment and Measurement,Assessment and presentation,System Alignment and Measurement — Assessment Project,intermediate,8,Beyond mixers | microphones | measurement microphone | Smaart/Open Sound Meter/REW | DSP | PPE,"Plan, execute, verify, present, and safely close an assessment project covering the complete system alignment and measurement phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
111,DAY_111,12,Monitor Mixing and IEM,Orientation and setup,Wedge Placement And Gain Before Feedback — Foundations and Vocabulary,intermediate,8,Beyond mixers | microphones | mixer | wedges/IEM systems | SPL tools | intercom,"Explain and demonstrate wedge placement and gain before feedback through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
112,DAY_112,12,Monitor Mixing and IEM,Concept development,Wedge Placement And Gain Before Feedback — Applied Baseline Lab,intermediate,8,Beyond mixers | microphones | mixer | wedges/IEM systems | SPL tools | intercom,"Complete a supervised applied lab for wedge placement and gain before feedback, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
113,DAY_113,12,Monitor Mixing and IEM,Guided laboratory,Aux Sends Pre/Post And Monitor Workflow — Architecture and Components,intermediate,8,Beyond mixers | microphones | mixer | wedges/IEM systems | SPL tools | intercom,"Explain and demonstrate aux sends pre/post and monitor workflow through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
114,DAY_114,12,Monitor Mixing and IEM,Guided laboratory,Aux Sends Pre/Post And Monitor Workflow — Configuration Lab,intermediate,8,Beyond mixers | microphones | mixer | wedges/IEM systems | SPL tools | intercom,"Complete a supervised applied lab for aux sends pre/post and monitor workflow, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
115,DAY_115,12,Monitor Mixing and IEM,Applied practice,Iem Routing Limiting Ambience And Rf Concepts — Design and Technique,intermediate,8,Beyond mixers | microphones | mixer | wedges/IEM systems | SPL tools | intercom,"Explain and demonstrate IEM routing limiting ambience and RF concepts through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
116,DAY_116,12,Monitor Mixing and IEM,Operations and measurement,Iem Routing Limiting Ambience And Rf Concepts — Operations and Measurement,intermediate,8,Beyond mixers | microphones | mixer | wedges/IEM systems | SPL tools | intercom,"Complete a supervised applied lab for IEM routing limiting ambience and RF concepts, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
117,DAY_117,12,Monitor Mixing and IEM,Troubleshooting laboratory,Artist Communication And Safe Levels — Troubleshooting and Failure Modes,intermediate,8,Beyond mixers | microphones | mixer | wedges/IEM systems | SPL tools | intercom,"Explain and demonstrate artist communication and safe levels through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
118,DAY_118,12,Monitor Mixing and IEM,Safety and quality review,"Artist Communication And Safe Levels — Safety, Quality, and Verification",intermediate,8,Beyond mixers | microphones | mixer | wedges/IEM systems | SPL tools | intercom,"Complete a supervised applied lab for artist communication and safe levels, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
119,DAY_119,12,Monitor Mixing and IEM,Integration and documentation,"Monitor Mixing and IEM — Integration, Documentation, and Handover",intermediate,8,Beyond mixers | microphones | mixer | wedges/IEM systems | SPL tools | intercom,"Integrate the four monitor mixing and iem skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
120,DAY_120,12,Monitor Mixing and IEM,Assessment and presentation,Monitor Mixing and IEM — Assessment Project,intermediate,8,Beyond mixers | microphones | mixer | wedges/IEM systems | SPL tools | intercom,"Plan, execute, verify, present, and safely close an assessment project covering the complete monitor mixing and iem phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
121,DAY_121,13,Digital Audio Networks,Orientation and setup,Dante/Avb/Aes67 Concepts — Foundations and Vocabulary,intermediate,8,Beyond mixers | microphones | networked audio lab | managed switch | controller software | packet tools,"Explain and demonstrate Dante/AVB/AES67 concepts through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
122,DAY_122,13,Digital Audio Networks,Concept development,Dante/Avb/Aes67 Concepts — Applied Baseline Lab,intermediate,8,Beyond mixers | microphones | networked audio lab | managed switch | controller software | packet tools,"Complete a supervised applied lab for Dante/AVB/AES67 concepts, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
123,DAY_123,13,Digital Audio Networks,Guided laboratory,Clocking Sample Rate And Latency — Architecture and Components,intermediate,8,Beyond mixers | microphones | networked audio lab | managed switch | controller software | packet tools,"Explain and demonstrate clocking sample rate and latency through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
124,DAY_124,13,Digital Audio Networks,Guided laboratory,Clocking Sample Rate And Latency — Configuration Lab,intermediate,8,Beyond mixers | microphones | networked audio lab | managed switch | controller software | packet tools,"Complete a supervised applied lab for clocking sample rate and latency, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
125,DAY_125,13,Digital Audio Networks,Applied practice,Ip Addressing Qos And Multicast — Design and Technique,intermediate,8,Beyond mixers | microphones | networked audio lab | managed switch | controller software | packet tools,"Explain and demonstrate IP addressing QoS and multicast through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
126,DAY_126,13,Digital Audio Networks,Operations and measurement,Ip Addressing Qos And Multicast — Operations and Measurement,intermediate,8,Beyond mixers | microphones | networked audio lab | managed switch | controller software | packet tools,"Complete a supervised applied lab for IP addressing QoS and multicast, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
127,DAY_127,13,Digital Audio Networks,Troubleshooting laboratory,Redundancy Security And Troubleshooting — Troubleshooting and Failure Modes,intermediate,8,Beyond mixers | microphones | networked audio lab | managed switch | controller software | packet tools,"Explain and demonstrate redundancy security and troubleshooting through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
128,DAY_128,13,Digital Audio Networks,Safety and quality review,"Redundancy Security And Troubleshooting — Safety, Quality, and Verification",intermediate,8,Beyond mixers | microphones | networked audio lab | managed switch | controller software | packet tools,"Complete a supervised applied lab for redundancy security and troubleshooting, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
129,DAY_129,13,Digital Audio Networks,Integration and documentation,"Digital Audio Networks — Integration, Documentation, and Handover",intermediate,8,Beyond mixers | microphones | networked audio lab | managed switch | controller software | packet tools,"Integrate the four digital audio networks skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
130,DAY_130,13,Digital Audio Networks,Assessment and presentation,Digital Audio Networks — Assessment Project,intermediate,8,Beyond mixers | microphones | networked audio lab | managed switch | controller software | packet tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete digital audio networks phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
131,DAY_131,14,Recording and Virtual Soundcheck,Orientation and setup,Multitrack Routing And Clocking — Foundations and Vocabulary,intermediate-to-advanced,8,Beyond mixers | microphones | DAW | audio interface/network | storage | mixer,"Explain and demonstrate multitrack routing and clocking through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
132,DAY_132,14,Recording and Virtual Soundcheck,Concept development,Multitrack Routing And Clocking — Applied Baseline Lab,intermediate-to-advanced,8,Beyond mixers | microphones | DAW | audio interface/network | storage | mixer,"Complete a supervised applied lab for multitrack routing and clocking, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
133,DAY_133,14,Recording and Virtual Soundcheck,Guided laboratory,Recording Levels Storage And Consent — Architecture and Components,intermediate-to-advanced,8,Beyond mixers | microphones | DAW | audio interface/network | storage | mixer,"Explain and demonstrate recording levels storage and consent through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
134,DAY_134,14,Recording and Virtual Soundcheck,Guided laboratory,Recording Levels Storage And Consent — Configuration Lab,intermediate-to-advanced,8,Beyond mixers | microphones | DAW | audio interface/network | storage | mixer,"Complete a supervised applied lab for recording levels storage and consent, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
135,DAY_135,14,Recording and Virtual Soundcheck,Applied practice,Playback Patch And Virtual Soundcheck — Design and Technique,intermediate-to-advanced,8,Beyond mixers | microphones | DAW | audio interface/network | storage | mixer,"Explain and demonstrate playback patch and virtual soundcheck through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
136,DAY_136,14,Recording and Virtual Soundcheck,Operations and measurement,Playback Patch And Virtual Soundcheck — Operations and Measurement,intermediate-to-advanced,8,Beyond mixers | microphones | DAW | audio interface/network | storage | mixer,"Complete a supervised applied lab for playback patch and virtual soundcheck, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
137,DAY_137,14,Recording and Virtual Soundcheck,Troubleshooting laboratory,File Naming Backup And Rights — Troubleshooting and Failure Modes,intermediate-to-advanced,8,Beyond mixers | microphones | DAW | audio interface/network | storage | mixer,"Explain and demonstrate file naming backup and rights through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
138,DAY_138,14,Recording and Virtual Soundcheck,Safety and quality review,"File Naming Backup And Rights — Safety, Quality, and Verification",intermediate-to-advanced,8,Beyond mixers | microphones | DAW | audio interface/network | storage | mixer,"Complete a supervised applied lab for file naming backup and rights, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
139,DAY_139,14,Recording and Virtual Soundcheck,Integration and documentation,"Recording and Virtual Soundcheck — Integration, Documentation, and Handover",intermediate-to-advanced,8,Beyond mixers | microphones | DAW | audio interface/network | storage | mixer,"Integrate the four recording and virtual soundcheck skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
140,DAY_140,14,Recording and Virtual Soundcheck,Assessment and presentation,Recording and Virtual Soundcheck — Assessment Project,intermediate-to-advanced,8,Beyond mixers | microphones | DAW | audio interface/network | storage | mixer,"Plan, execute, verify, present, and safely close an assessment project covering the complete recording and virtual soundcheck phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
141,DAY_141,15,RF Microphones and Coordination,Orientation and setup,Frequency Spectrum And Legal Operation — Foundations and Vocabulary,intermediate-to-advanced,8,Beyond mixers | microphones | wireless microphones | approved RF tools | antennas | battery tools,"Explain and demonstrate frequency spectrum and legal operation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
142,DAY_142,15,RF Microphones and Coordination,Concept development,Frequency Spectrum And Legal Operation — Applied Baseline Lab,intermediate-to-advanced,8,Beyond mixers | microphones | wireless microphones | approved RF tools | antennas | battery tools,"Complete a supervised applied lab for frequency spectrum and legal operation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
143,DAY_143,15,RF Microphones and Coordination,Guided laboratory,Receiver Transmitter And Antenna Systems — Architecture and Components,intermediate-to-advanced,8,Beyond mixers | microphones | wireless microphones | approved RF tools | antennas | battery tools,"Explain and demonstrate receiver transmitter and antenna systems through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
144,DAY_144,15,RF Microphones and Coordination,Guided laboratory,Receiver Transmitter And Antenna Systems — Configuration Lab,intermediate-to-advanced,8,Beyond mixers | microphones | wireless microphones | approved RF tools | antennas | battery tools,"Complete a supervised applied lab for receiver transmitter and antenna systems, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
145,DAY_145,15,RF Microphones and Coordination,Applied practice,Coordination Intermodulation And Scanning — Design and Technique,intermediate-to-advanced,8,Beyond mixers | microphones | wireless microphones | approved RF tools | antennas | battery tools,"Explain and demonstrate coordination intermodulation and scanning through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
146,DAY_146,15,RF Microphones and Coordination,Operations and measurement,Coordination Intermodulation And Scanning — Operations and Measurement,intermediate-to-advanced,8,Beyond mixers | microphones | wireless microphones | approved RF tools | antennas | battery tools,"Complete a supervised applied lab for coordination intermodulation and scanning, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
147,DAY_147,15,RF Microphones and Coordination,Troubleshooting laboratory,Battery Management Dropouts And Contingency — Troubleshooting and Failure Modes,intermediate-to-advanced,8,Beyond mixers | microphones | wireless microphones | approved RF tools | antennas | battery tools,"Explain and demonstrate battery management dropouts and contingency through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
