day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
75,DAY_075,8,Cameras and Image Acquisition,Applied practice,Tripods Support Movement And Safety — Design and Technique,foundation-to-intermediate,8,Beyond LED screens | projectors | cameras | tripods | monitors | PPE,"Explain and demonstrate tripods support movement and safety through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
76,DAY_076,8,Cameras and Image Acquisition,Operations and measurement,Tripods Support Movement And Safety — Operations and Measurement,foundation-to-intermediate,8,Beyond LED screens | projectors | cameras | tripods | monitors | PPE,"Complete a supervised applied lab for tripods support movement and safety, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
77,DAY_077,8,Cameras and Image Acquisition,Troubleshooting laboratory,Signal Formats Power Tally And Return Video — Troubleshooting and Failure Modes,foundation-to-intermediate,8,Beyond LED screens | projectors | cameras | tripods | monitors | PPE,"Explain and demonstrate signal formats power tally and return video through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
78,DAY_078,8,Cameras and Image Acquisition,Safety and quality review,"Signal Formats Power Tally And Return Video — Safety, Quality, and Verification",foundation-to-intermediate,8,Beyond LED screens | projectors | cameras | tripods | monitors | PPE,"Complete a supervised applied lab for signal formats power tally and return video, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
79,DAY_079,8,Cameras and Image Acquisition,Integration and documentation,"Cameras and Image Acquisition — Integration, Documentation, and Handover",foundation-to-intermediate,8,Beyond LED screens | projectors | cameras | tripods | monitors | PPE,"Integrate the four cameras and image acquisition skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
80,DAY_080,8,Cameras and Image Acquisition,Assessment and presentation,Cameras and Image Acquisition — Assessment Project,foundation-to-intermediate,8,Beyond LED screens | projectors | cameras | tripods | monitors | PPE,"Plan, execute, verify, present, and safely close an assessment project covering the complete cameras and image acquisition phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
81,DAY_081,9,Media Playback and Graphics,Orientation and setup,Codecs Containers And Playback Compatibility — Foundations and Vocabulary,intermediate,8,Beyond LED screens | projectors | OBS/VLC/approved playback | graphics tools | switcher | storage,"Explain and demonstrate codecs containers and playback compatibility through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
82,DAY_082,9,Media Playback and Graphics,Concept development,Codecs Containers And Playback Compatibility — Applied Baseline Lab,intermediate,8,Beyond LED screens | projectors | OBS/VLC/approved playback | graphics tools | switcher | storage,"Complete a supervised applied lab for codecs containers and playback compatibility, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
83,DAY_083,9,Media Playback and Graphics,Guided laboratory,Presentation Graphics And Lower Thirds — Architecture and Components,intermediate,8,Beyond LED screens | projectors | OBS/VLC/approved playback | graphics tools | switcher | storage,"Explain and demonstrate presentation graphics and lower thirds through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
84,DAY_084,9,Media Playback and Graphics,Guided laboratory,Presentation Graphics And Lower Thirds — Configuration Lab,intermediate,8,Beyond LED screens | projectors | OBS/VLC/approved playback | graphics tools | switcher | storage,"Complete a supervised applied lab for presentation graphics and lower thirds, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
85,DAY_085,9,Media Playback and Graphics,Applied practice,Playback Redundancy And Cueing — Design and Technique,intermediate,8,Beyond LED screens | projectors | OBS/VLC/approved playback | graphics tools | switcher | storage,"Explain and demonstrate playback redundancy and cueing through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
86,DAY_086,9,Media Playback and Graphics,Operations and measurement,Playback Redundancy And Cueing — Operations and Measurement,intermediate,8,Beyond LED screens | projectors | OBS/VLC/approved playback | graphics tools | switcher | storage,"Complete a supervised applied lab for playback redundancy and cueing, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
87,DAY_087,9,Media Playback and Graphics,Troubleshooting laboratory,File Naming Rights Backup And Verification — Troubleshooting and Failure Modes,intermediate,8,Beyond LED screens | projectors | OBS/VLC/approved playback | graphics tools | switcher | storage,"Explain and demonstrate file naming rights backup and verification through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
88,DAY_088,9,Media Playback and Graphics,Safety and quality review,"File Naming Rights Backup And Verification — Safety, Quality, and Verification",intermediate,8,Beyond LED screens | projectors | OBS/VLC/approved playback | graphics tools | switcher | storage,"Complete a supervised applied lab for file naming rights backup and verification, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
89,DAY_089,9,Media Playback and Graphics,Integration and documentation,"Media Playback and Graphics — Integration, Documentation, and Handover",intermediate,8,Beyond LED screens | projectors | OBS/VLC/approved playback | graphics tools | switcher | storage,"Integrate the four media playback and graphics skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
90,DAY_090,9,Media Playback and Graphics,Assessment and presentation,Media Playback and Graphics — Assessment Project,intermediate,8,Beyond LED screens | projectors | OBS/VLC/approved playback | graphics tools | switcher | storage,"Plan, execute, verify, present, and safely close an assessment project covering the complete media playback and graphics phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
91,DAY_091,10,Streaming and Recording,Orientation and setup,Encoding Bitrate Resolution And Latency — Foundations and Vocabulary,intermediate,8,Beyond LED screens | projectors | OBS | capture device | local streaming lab | storage,"Explain and demonstrate encoding bitrate resolution and latency through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
92,DAY_092,10,Streaming and Recording,Concept development,Encoding Bitrate Resolution And Latency — Applied Baseline Lab,intermediate,8,Beyond LED screens | projectors | OBS | capture device | local streaming lab | storage,"Complete a supervised applied lab for encoding bitrate resolution and latency, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
93,DAY_093,10,Streaming and Recording,Guided laboratory,Audio Embedding Synchronization And Monitoring — Architecture and Components,intermediate,8,Beyond LED screens | projectors | OBS | capture device | local streaming lab | storage,"Explain and demonstrate audio embedding synchronization and monitoring through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
94,DAY_094,10,Streaming and Recording,Guided laboratory,Audio Embedding Synchronization And Monitoring — Configuration Lab,intermediate,8,Beyond LED screens | projectors | OBS | capture device | local streaming lab | storage,"Complete a supervised applied lab for audio embedding synchronization and monitoring, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
95,DAY_095,10,Streaming and Recording,Applied practice,Stream Keys Privacy And Platform Authorization — Design and Technique,intermediate,8,Beyond LED screens | projectors | OBS | capture device | local streaming lab | storage,"Explain and demonstrate stream keys privacy and platform authorization through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
96,DAY_096,10,Streaming and Recording,Operations and measurement,Stream Keys Privacy And Platform Authorization — Operations and Measurement,intermediate,8,Beyond LED screens | projectors | OBS | capture device | local streaming lab | storage,"Complete a supervised applied lab for stream keys privacy and platform authorization, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
97,DAY_097,10,Streaming and Recording,Troubleshooting laboratory,Local Recording Storage Consent And Recovery — Troubleshooting and Failure Modes,intermediate,8,Beyond LED screens | projectors | OBS | capture device | local streaming lab | storage,"Explain and demonstrate local recording storage consent and recovery through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
98,DAY_098,10,Streaming and Recording,Safety and quality review,"Local Recording Storage Consent And Recovery — Safety, Quality, and Verification",intermediate,8,Beyond LED screens | projectors | OBS | capture device | local streaming lab | storage,"Complete a supervised applied lab for local recording storage consent and recovery, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
99,DAY_099,10,Streaming and Recording,Integration and documentation,"Streaming and Recording — Integration, Documentation, and Handover",intermediate,8,Beyond LED screens | projectors | OBS | capture device | local streaming lab | storage,"Integrate the four streaming and recording skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
100,DAY_100,10,Streaming and Recording,Assessment and presentation,Streaming and Recording — Assessment Project,intermediate,8,Beyond LED screens | projectors | OBS | capture device | local streaming lab | storage,"Plan, execute, verify, present, and safely close an assessment project covering the complete streaming and recording phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
101,DAY_101,11,Color Calibration and Quality Control,Orientation and setup,Test Patterns Scopes And Signal Levels — Foundations and Vocabulary,intermediate,8,Beyond LED screens | projectors | test generator | scopes/software | colorimeter where available | displays,"Explain and demonstrate test patterns scopes and signal levels through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
102,DAY_102,11,Color Calibration and Quality Control,Concept development,Test Patterns Scopes And Signal Levels — Applied Baseline Lab,intermediate,8,Beyond LED screens | projectors | test generator | scopes/software | colorimeter where available | displays,"Complete a supervised applied lab for test patterns scopes and signal levels, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
103,DAY_103,11,Color Calibration and Quality Control,Guided laboratory,Brightness Gamma White Point And Color — Architecture and Components,intermediate,8,Beyond LED screens | projectors | test generator | scopes/software | colorimeter where available | displays,"Explain and demonstrate brightness gamma white point and color through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
104,DAY_104,11,Color Calibration and Quality Control,Guided laboratory,Brightness Gamma White Point And Color — Configuration Lab,intermediate,8,Beyond LED screens | projectors | test generator | scopes/software | colorimeter where available | displays,"Complete a supervised applied lab for brightness gamma white point and color, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
105,DAY_105,11,Color Calibration and Quality Control,Applied practice,Display Matching And Viewing Environment — Design and Technique,intermediate,8,Beyond LED screens | projectors | test generator | scopes/software | colorimeter where available | displays,"Explain and demonstrate display matching and viewing environment through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
106,DAY_106,11,Color Calibration and Quality Control,Operations and measurement,Display Matching And Viewing Environment — Operations and Measurement,intermediate,8,Beyond LED screens | projectors | test generator | scopes/software | colorimeter where available | displays,"Complete a supervised applied lab for display matching and viewing environment, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
107,DAY_107,11,Color Calibration and Quality Control,Troubleshooting laboratory,Calibration Records And Client Acceptance — Troubleshooting and Failure Modes,intermediate,8,Beyond LED screens | projectors | test generator | scopes/software | colorimeter where available | displays,"Explain and demonstrate calibration records and client acceptance through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
108,DAY_108,11,Color Calibration and Quality Control,Safety and quality review,"Calibration Records And Client Acceptance — Safety, Quality, and Verification",intermediate,8,Beyond LED screens | projectors | test generator | scopes/software | colorimeter where available | displays,"Complete a supervised applied lab for calibration records and client acceptance, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
109,DAY_109,11,Color Calibration and Quality Control,Integration and documentation,"Color Calibration and Quality Control — Integration, Documentation, and Handover",intermediate,8,Beyond LED screens | projectors | test generator | scopes/software | colorimeter where available | displays,"Integrate the four color calibration and quality control skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
110,DAY_110,11,Color Calibration and Quality Control,Assessment and presentation,Color Calibration and Quality Control — Assessment Project,intermediate,8,Beyond LED screens | projectors | test generator | scopes/software | colorimeter where available | displays,"Plan, execute, verify, present, and safely close an assessment project covering the complete color calibration and quality control phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
111,DAY_111,12,Signal Distribution and Redundancy,Orientation and setup,Splitters Das Matrices And Routers — Foundations and Vocabulary,intermediate,8,Beyond LED screens | projectors | routers/DAs | fiber/copper tools | monitors | PPE,"Explain and demonstrate splitters DAs matrices and routers through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
112,DAY_112,12,Signal Distribution and Redundancy,Concept development,Splitters Das Matrices And Routers — Applied Baseline Lab,intermediate,8,Beyond LED screens | projectors | routers/DAs | fiber/copper tools | monitors | PPE,"Complete a supervised applied lab for splitters DAs matrices and routers, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
113,DAY_113,12,Signal Distribution and Redundancy,Guided laboratory,Primary Backup And Failover Paths — Architecture and Components,intermediate,8,Beyond LED screens | projectors | routers/DAs | fiber/copper tools | monitors | PPE,"Explain and demonstrate primary backup and failover paths through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
114,DAY_114,12,Signal Distribution and Redundancy,Guided laboratory,Primary Backup And Failover Paths — Configuration Lab,intermediate,8,Beyond LED screens | projectors | routers/DAs | fiber/copper tools | monitors | PPE,"Complete a supervised applied lab for primary backup and failover paths, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
115,DAY_115,12,Signal Distribution and Redundancy,Applied practice,Long-Distance Copper Fiber And Ip Transport — Design and Technique,intermediate,8,Beyond LED screens | projectors | routers/DAs | fiber/copper tools | monitors | PPE,"Explain and demonstrate long-distance copper fiber and IP transport through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
116,DAY_116,12,Signal Distribution and Redundancy,Operations and measurement,Long-Distance Copper Fiber And Ip Transport — Operations and Measurement,intermediate,8,Beyond LED screens | projectors | routers/DAs | fiber/copper tools | monitors | PPE,"Complete a supervised applied lab for long-distance copper fiber and IP transport, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
117,DAY_117,12,Signal Distribution and Redundancy,Troubleshooting laboratory,Power Network And Signal Redundancy — Troubleshooting and Failure Modes,intermediate,8,Beyond LED screens | projectors | routers/DAs | fiber/copper tools | monitors | PPE,"Explain and demonstrate power network and signal redundancy through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
118,DAY_118,12,Signal Distribution and Redundancy,Safety and quality review,"Power Network And Signal Redundancy — Safety, Quality, and Verification",intermediate,8,Beyond LED screens | projectors | routers/DAs | fiber/copper tools | monitors | PPE,"Complete a supervised applied lab for power network and signal redundancy, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
119,DAY_119,12,Signal Distribution and Redundancy,Integration and documentation,"Signal Distribution and Redundancy — Integration, Documentation, and Handover",intermediate,8,Beyond LED screens | projectors | routers/DAs | fiber/copper tools | monitors | PPE,"Integrate the four signal distribution and redundancy skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
120,DAY_120,12,Signal Distribution and Redundancy,Assessment and presentation,Signal Distribution and Redundancy — Assessment Project,intermediate,8,Beyond LED screens | projectors | routers/DAs | fiber/copper tools | monitors | PPE,"Plan, execute, verify, present, and safely close an assessment project covering the complete signal distribution and redundancy phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
121,DAY_121,13,Video over IP and Networked Media,Orientation and setup,Ip Addressing Bandwidth And Multicast — Foundations and Vocabulary,intermediate,8,Beyond LED screens | projectors | managed switch lab | video-over-IP endpoints | Wireshark | test tools,"Explain and demonstrate IP addressing bandwidth and multicast through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
122,DAY_122,13,Video over IP and Networked Media,Concept development,Ip Addressing Bandwidth And Multicast — Applied Baseline Lab,intermediate,8,Beyond LED screens | projectors | managed switch lab | video-over-IP endpoints | Wireshark | test tools,"Complete a supervised applied lab for IP addressing bandwidth and multicast, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
123,DAY_123,13,Video over IP and Networked Media,Guided laboratory,Ndi/Srt/Rtp Concepts — Architecture and Components,intermediate,8,Beyond LED screens | projectors | managed switch lab | video-over-IP endpoints | Wireshark | test tools,"Explain and demonstrate NDI/SRT/RTP concepts through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
124,DAY_124,13,Video over IP and Networked Media,Guided laboratory,Ndi/Srt/Rtp Concepts — Configuration Lab,intermediate,8,Beyond LED screens | projectors | managed switch lab | video-over-IP endpoints | Wireshark | test tools,"Complete a supervised applied lab for NDI/SRT/RTP concepts, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
125,DAY_125,13,Video over IP and Networked Media,Applied practice,Switch Qos Vlan And Igmp — Design and Technique,intermediate,8,Beyond LED screens | projectors | managed switch lab | video-over-IP endpoints | Wireshark | test tools,"Explain and demonstrate switch QoS VLAN and IGMP through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
126,DAY_126,13,Video over IP and Networked Media,Operations and measurement,Switch Qos Vlan And Igmp — Operations and Measurement,intermediate,8,Beyond LED screens | projectors | managed switch lab | video-over-IP endpoints | Wireshark | test tools,"Complete a supervised applied lab for switch QoS VLAN and IGMP, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
127,DAY_127,13,Video over IP and Networked Media,Troubleshooting laboratory,Latency Security Monitoring And Troubleshooting — Troubleshooting and Failure Modes,intermediate,8,Beyond LED screens | projectors | managed switch lab | video-over-IP endpoints | Wireshark | test tools,"Explain and demonstrate latency security monitoring and troubleshooting through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
128,DAY_128,13,Video over IP and Networked Media,Safety and quality review,"Latency Security Monitoring And Troubleshooting — Safety, Quality, and Verification",intermediate,8,Beyond LED screens | projectors | managed switch lab | video-over-IP endpoints | Wireshark | test tools,"Complete a supervised applied lab for latency security monitoring and troubleshooting, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
129,DAY_129,13,Video over IP and Networked Media,Integration and documentation,"Video over IP and Networked Media — Integration, Documentation, and Handover",intermediate,8,Beyond LED screens | projectors | managed switch lab | video-over-IP endpoints | Wireshark | test tools,"Integrate the four video over ip and networked media skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
130,DAY_130,13,Video over IP and Networked Media,Assessment and presentation,Video over IP and Networked Media — Assessment Project,intermediate,8,Beyond LED screens | projectors | managed switch lab | video-over-IP endpoints | Wireshark | test tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete video over ip and networked media phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
131,DAY_131,14,Large-Format Design and Pixel Mapping,Orientation and setup,Canvas Resolution And Content Zones — Foundations and Vocabulary,intermediate-to-advanced,8,Beyond LED screens | projectors | media server/software | LED processor | visualizer | test media,"Explain and demonstrate canvas resolution and content zones through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
132,DAY_132,14,Large-Format Design and Pixel Mapping,Concept development,Canvas Resolution And Content Zones — Applied Baseline Lab,intermediate-to-advanced,8,Beyond LED screens | projectors | media server/software | LED processor | visualizer | test media,"Complete a supervised applied lab for canvas resolution and content zones, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
133,DAY_133,14,Large-Format Design and Pixel Mapping,Guided laboratory,Led Wall Aspect And Processor Capacity — Architecture and Components,intermediate-to-advanced,8,Beyond LED screens | projectors | media server/software | LED processor | visualizer | test media,"Explain and demonstrate LED wall aspect and processor capacity through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
134,DAY_134,14,Large-Format Design and Pixel Mapping,Guided laboratory,Led Wall Aspect And Processor Capacity — Configuration Lab,intermediate-to-advanced,8,Beyond LED screens | projectors | media server/software | LED processor | visualizer | test media,"Complete a supervised applied lab for LED wall aspect and processor capacity, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
135,DAY_135,14,Large-Format Design and Pixel Mapping,Applied practice,Multi-Screen Mapping And Edge Blending — Design and Technique,intermediate-to-advanced,8,Beyond LED screens | projectors | media server/software | LED processor | visualizer | test media,"Explain and demonstrate multi-screen mapping and edge blending through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
136,DAY_136,14,Large-Format Design and Pixel Mapping,Operations and measurement,Multi-Screen Mapping And Edge Blending — Operations and Measurement,intermediate-to-advanced,8,Beyond LED screens | projectors | media server/software | LED processor | visualizer | test media,"Complete a supervised applied lab for multi-screen mapping and edge blending, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
137,DAY_137,14,Large-Format Design and Pixel Mapping,Troubleshooting laboratory,Content Templates Safe Areas And Rehearsal — Troubleshooting and Failure Modes,intermediate-to-advanced,8,Beyond LED screens | projectors | media server/software | LED processor | visualizer | test media,"Explain and demonstrate content templates safe areas and rehearsal through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
138,DAY_138,14,Large-Format Design and Pixel Mapping,Safety and quality review,"Content Templates Safe Areas And Rehearsal — Safety, Quality, and Verification",intermediate-to-advanced,8,Beyond LED screens | projectors | media server/software | LED processor | visualizer | test media,"Complete a supervised applied lab for content templates safe areas and rehearsal, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
139,DAY_139,14,Large-Format Design and Pixel Mapping,Integration and documentation,"Large-Format Design and Pixel Mapping — Integration, Documentation, and Handover",intermediate-to-advanced,8,Beyond LED screens | projectors | media server/software | LED processor | visualizer | test media,"Integrate the four large-format design and pixel mapping skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
140,DAY_140,14,Large-Format Design and Pixel Mapping,Assessment and presentation,Large-Format Design and Pixel Mapping — Assessment Project,intermediate-to-advanced,8,Beyond LED screens | projectors | media server/software | LED processor | visualizer | test media,"Plan, execute, verify, present, and safely close an assessment project covering the complete large-format design and pixel mapping phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
141,DAY_141,15,Event and Broadcast Workflows,Orientation and setup,Run Of Show Cues And Communication — Foundations and Vocabulary,intermediate-to-advanced,8,Beyond LED screens | projectors | full video system | intercom | production documents | PPE,"Explain and demonstrate run of show cues and communication through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
142,DAY_142,15,Event and Broadcast Workflows,Concept development,Run Of Show Cues And Communication — Applied Baseline Lab,intermediate-to-advanced,8,Beyond LED screens | projectors | full video system | intercom | production documents | PPE,"Complete a supervised applied lab for run of show cues and communication, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
143,DAY_143,15,Event and Broadcast Workflows,Guided laboratory,Imag Presentation And Confidence Monitoring — Architecture and Components,intermediate-to-advanced,8,Beyond LED screens | projectors | full video system | intercom | production documents | PPE,"Explain and demonstrate IMAG presentation and confidence monitoring through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
144,DAY_144,15,Event and Broadcast Workflows,Guided laboratory,Imag Presentation And Confidence Monitoring — Configuration Lab,intermediate-to-advanced,8,Beyond LED screens | projectors | full video system | intercom | production documents | PPE,"Complete a supervised applied lab for IMAG presentation and confidence monitoring, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
145,DAY_145,15,Event and Broadcast Workflows,Applied practice,Broadcast Multiview Tally And Recording — Design and Technique,intermediate-to-advanced,8,Beyond LED screens | projectors | full video system | intercom | production documents | PPE,"Explain and demonstrate broadcast multiview tally and recording through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
146,DAY_146,15,Event and Broadcast Workflows,Operations and measurement,Broadcast Multiview Tally And Recording — Operations and Measurement,intermediate-to-advanced,8,Beyond LED screens | projectors | full video system | intercom | production documents | PPE,"Complete a supervised applied lab for broadcast multiview tally and recording, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
147,DAY_147,15,Event and Broadcast Workflows,Troubleshooting laboratory,Rehearsal Change Control And Incident Response — Troubleshooting and Failure Modes,intermediate-to-advanced,8,Beyond LED screens | projectors | full video system | intercom | production documents | PPE,"Explain and demonstrate rehearsal change control and incident response through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
148,DAY_148,15,Event and Broadcast Workflows,Safety and quality review,"Rehearsal Change Control And Incident Response — Safety, Quality, and Verification",intermediate-to-advanced,8,Beyond LED screens | projectors | full video system | intercom | production documents | PPE,"Complete a supervised applied lab for rehearsal change control and incident response, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
